entidade,cnpj,VL_PL,maior_sacado,top5,top10,top25,n_posicoes,dc_tot,pct_maior_sacado,pct_top5,pct_top10,inconsistente_viii_vs_i
OPENSEA SP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63381126000173,26820758.02,19725612.08,24503276.65,24738704.909999996,24738704.909999996,7,24738704.91,0.7973583157146765,0.9904834040077484,0.9999999999999999,False
SOLAR VIALOC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,39680495000182,64460423.69,19524404.08,46133253.19,59607966.98,63904854.00999998,25,64598990.67,0.3022400795662462,0.714148204353051,0.9227383642029897,False
GII GESTAO INTELIGENTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,24546098000145,296537103.08,19496251.37,60550009.22,104313635.12,189311054.42,25,285420943.46,0.06830701045850997,0.21214283887505164,0.3654729532299333,False
FIDC MULTISETORIAL EXICON I,09057948000158,103078927.08,19447294.38,51867682.93,65953783.94,85214965.98,25,85781827.8,0.22670645845109866,0.6046465115074174,0.7688549618430957,False
CLASSE ÚNICA DE COTAS DO INARI FIDC DE RESPONSABILIDADE LIMITADA,60315422000188,22638713.33,19439888.02,22356612.11,22356612.11,22356612.11,2,22356612.11,0.869536400432722,1.0,1.0,False
VERSÁTIL GESTÃO DE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61746700000114,3596609.34,19420965.9,19420965.9,19420965.9,19420965.9,1,3653335.15,5.31595517591645,5.31595517591645,5.31595517591645,True
MEDCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,59744598000176,20729640.84,19419251.93,19419251.93,19419251.93,19419251.93,1,19419251.93,1.0,1.0,1.0,False
NF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,35844801000118,6038065.82,19411006.83,49632273.150000006,56261024.35999999,64911644.54999999,22,5978354.39,3.2468812592423113,8.301995818953117,9.410787766966086,True
BANMINAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,35823530000114,421195259.86,19406159.08,59997242.45,89564706.98,142926244.21,24,384108962.57000005,0.05052253649630323,0.15619849651143222,0.23317525938665834,False
CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47425750000179,215299982.37,19401212.92,39032383.760000005,54994750.510000005,82266890.94999999,25,210066595.02,0.09235743987830551,0.18580957032356246,0.26179674357440824,False
YUNUS NEGOCIOS SOCIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,29330482000120,23512489.01,19390162.28,19390162.28,19390162.28,19390162.28,1,14410608.91,1.3455477420211246,1.3455477420211246,1.3455477420211246,True
SANTIAGO HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32969565000178,98947749.51,19389833.52,31495855.86,40666136.71000001,55643681.69000002,25,72485922.48,0.26749792037688364,0.43450996803814146,0.5610211654714118,False
SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41351629000163,306361844.98,19375331.83,75287753.30000001,116490969.80000001,174292425.97,25,299232008.2,0.06475019817081186,0.25160327517395586,0.38929982958955395,False
LETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HIGH YIELD - RESPONSABILIDADE LIMITADA,45683318000152,157783000.67,19298438.86,84883116.45,139458769.76,201384770.01999998,23,158521212.9,0.1217404188811881,0.5354685022726066,0.8797483138611538,True
PANGU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - NÃO PADRONIZADOS,20953316000105,46044954.85,19266574.15,30914117.330000002,35432426.45,40581114.5,25,44227240.67,0.4356268638542672,0.6989836322972215,0.8011448580836821,False
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18185812000114,561951177.27,19195745.57,76459009.56,126642443.22999999,233421120.02000004,25,521107510.08000004,0.036836440079424465,0.1467240599703928,0.2430255576446364,False
FIDC PLURIS FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,65653001000180,109052360.7,19183581.21,57629809.08,76595698.84,87151651.29,24,107891809.88000001,0.17780386881392074,0.5341444280534113,0.7099306140585803,False
INVISTA ATIVOS ALTERNATIVOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,31933790000191,95090625.9,19111101.42,48894865.67,65194646.4,69839549.12000002,17,68201565.45,0.2802149964433111,0.7169170582432723,0.9559112898632153,False
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54248022000102,310583203.44,19037155.35,77039299.45,140463331.16,236584577.12,24,276878253.57,0.06875641226618417,0.2782425071549472,0.5073108102528834,False
PLETORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,42273967000197,75758538.04,18972152.54,39901916.33,39901916.33,39901916.33,3,39901916.32,0.47546970896960666,1.0000000002506144,1.0000000002506144,False
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54219179000100,151890811.96,18933825.82,69345602.75,105509902.24,131770304.89999999,24,132600947.64,0.14278801288361592,0.5229646091087317,0.7956949336927076,False
SINAI DIRECT FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA,60232878000184,18948112.62,18798264.6,18798264.6,18798264.6,18798264.6,1,18704273.28,1.0050251254669436,1.0050251254669436,1.0050251254669436,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-SYNGENTA RESPONSABILIDADE LIMITADA,46073195000109,222957471.5,18692626.9,55995952.14000001,81917535.1,128356432.31,24,203249418.55,0.09196890713565092,0.275503627707672,0.40303945607523606,False
LUTÈCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51645270000190,93126126.7,18676943.95,46026959.59,57996441.279999994,77487559.77,24,92535800.39,0.2018347911974007,0.4973962444374552,0.6267459841009541,False
VISHNU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,48984429000197,25427209.67,18623925.77,26664624.419999998,27711101.18,27726202.599999998,14,23959497.82,0.7773086860966604,1.112904144332354,1.156581051413706,True
FDCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54856185000160,24513422.59,18595325.1,44744383.77,50548996.150000006,54600440.7,21,15492638.95,1.2002684087593742,2.8881060169545876,3.2627750709958945,True
B2CYCLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,44395252000132,133990931.41,18534349.02,66013837.15,78745729.15,89168257.83,25,0.0,,,,False
ITAÚ PIRINEUS FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA - RESP LIMITADA,52258677000128,613928390.52,18532356.72,79702773.41,147703182.27999997,299295977.6700001,25,549481160.11,0.033727010251434326,0.14505096661374958,0.2688048162569058,False
BAÍA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63866372000115,20145896.55,18491820.36,18491820.36,18491820.36,18491820.36,1,18789082.08,0.9841790184994498,0.9841790184994498,0.9841790184994498,False
PUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,13805152000103,234467583.91,18474371.39,65152659.85,107073785.48,164843695.23,25,222469471.01000002,0.08304227679477683,0.29286112631189465,0.48129653472852024,False
NEOWISE  FEEDER I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,60762129000169,29754968.83,18469413.69,35764919.34,35764919.34,35764919.34,4,39443644.6,0.46824815194689184,0.9067346514931331,0.9067346514931331,False
VRF FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,57391545000193,22013606.61,18462348.24,18462348.24,18462348.24,18462348.24,1,18462348.24,1.0,1.0,1.0,False
MOOVPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA ABERTA,50200709000109,43333776.46,18449807.36,18478133.39,18499388.840000004,18548918.070000008,24,40365414.72,0.45706968423288874,0.45777142432887163,0.45829800011528293,False
AGROCETE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,48348391000166,18463411.33,18443049.83,18443049.83,18443049.83,18443049.83,1,18443049.83,1.0,1.0,1.0,False
VETRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA,56056018000160,29922490.57,18402368.02,29356224.24,29863277.41,29863277.41,6,29863277.41,0.616220643412628,0.983020846538759,1.0,False
ITAÚ CRÉDITO ESTRUTURADO ALPES III CHAMADA DE CAPITAL FIDC RESPONSABILIDADE LIMITADA,62014120000103,209397046.92,18389538.92,31295603.76,31295603.76,31295603.76,4,30226353.81,0.6083942190181093,1.0353747579586081,1.0353747579586081,False
MULTI ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,10841847000152,442471992.48,18321450.86,76015904.44999999,127155401.72999999,224142200.46,25,404529447.60999995,0.04529077170585465,0.18791191815357197,0.3143291606612243,False
RAYO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58533096000133,59560285.51,18296653.81,48044677.349999994,52457826.99999999,52457826.99999999,6,52457826.99,0.3487878713216214,0.9158724275627871,1.000000000190629,False
KINEA SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,65084272000162,49014959.96,18273579.73,18273579.73,18273579.73,18273579.73,1,18273579.73,1.0,1.0,1.0,False
CRUCE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,49938183000180,41300684.62,18245902.86,30474728.79,33165336.41,33305007.37,11,32487858.26,0.5616222132582032,0.9380344049186331,1.0208532721541121,False
CONCRETO BEM REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,59090507000126,68846077.31,18144637.97,55268435.67,65713437.63,65713437.63,8,65649631.940000005,0.2763859816698311,0.8418696957891886,1.0009719123796201,False
AFA CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM  DIREITOS CREDITORIOS,42518335000146,11006726.19,18099436.93,18099436.93,18099436.93,18099436.93,1,28329.39,638.8925751666379,638.8925751666379,638.8925751666379,True
BELA VISTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,50640401000184,66799228.75,18082063.98,39180596.339999996,49011360.69999999,57845691.47999999,25,58276637.56,0.31027980914964787,0.672320812944308,0.841012157737125,False
NTZ FINANCIAMENTOS LONGO PRAZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESP  LIMITADA,63823304000179,51750794.0,18030402.56,29650443.46,33697041.71,35492675.919999994,23,35475065.15,0.5082556574247757,0.8358108247195144,0.9498796286213446,False
ALGARVE BETA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52511479000124,52686355.03,17999999.58,52082999.58,52082999.58,52082999.58,5,52082999.58,0.34560220657705826,1.0,1.0,False
NINE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49250454000100,139826739.9,17976824.7,41140375.94,47393808.78,58058484.550000004,25,139726767.72,0.12865698529593095,0.29443446385621436,0.3391891872498831,False
FMC 202201 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,20998706000100,501754369.49,17959712.09,66157420.260000005,106881692.19,194005511.57000002,25,458337283.61,0.03918448865548095,0.14434221833084274,0.2331944094710519,False
CPM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53319087000120,25207483.89,17922001.96,25472786.71,25472786.71,25472786.71,3,25472786.71,0.7035744523768284,1.0,1.0,False
ITAÚ HIMALAIA PRIVATE MARKETS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITAD,53823295000162,316605115.85,17848340.64,52896913.89,55335772.44,55335772.44,6,55239570.06,0.32310788481180297,0.9575909774921227,1.0017415483121157,False
FAMCRED FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE LIMITADA,08621199000187,161827873.73,17816035.19,39368692.32,49316497.330000006,60568154.379999995,25,98741153.74,0.1804317097297875,0.39870601900868574,0.4994523100252364,False
MLC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,41801514000123,175881125.07,17766432.69,62927019.58,81855128.4,81855128.4,8,81855128.4,0.21704727653936465,0.7687608682561177,1.0,False
KIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55932544000183,77127692.47,17688414.11,68573350.38,75360282.5,80894209.82000001,25,77541151.46000001,0.22811647463250087,0.8843478474184627,0.9718746895172814,False
HOVERLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RECEBÍVEIS DE CARTÕES - RESP LIMITADA,62800819000190,111290466.27,17686283.52,60939246.96999999,84243133.92000002,93724758.03000002,19,93157327.61999999,0.18985391672187601,0.6541540910080478,0.9043103325552441,False
SIFRA ENERGY PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42462120000150,15152673.01,17659000.0,22515830.31,22580456.299999997,22580456.299999997,6,6831975.44,2.584757535369594,3.2956544571536104,3.3051137988282924,True
CREDI PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53145978000108,64760314.58,17634822.61,37972671.87,44317034.05,50933672.599999994,25,52854140.22,0.3336507326880513,0.7184427125659901,0.8384780050443511,False
GARSON  CARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54233539000110,129019307.56,17614487.63,35410468.419999994,51486203.169999994,86561508.94,25,72415469.34,0.24324205574499144,0.4889903875889178,0.7109834906719392,True
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS XPCE V,27771731000197,388134717.51,17555008.78,94017430.71000001,280132050.23,327858983.44,11,327859983.44,0.05354422517749152,0.2867609206940793,0.8544258658552197,False
WH1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61591473000103,17237770.44,17533656.0,17533656.0,17533656.0,17533656.0,1,14756407.65,1.1882062637379092,1.1882062637379092,1.1882062637379092,True
JGP SPECIAL SITUATIONS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54976450000143,18445032.74,17532742.17,17532742.17,17532742.17,17532742.17,1,17532742.17,1.0,1.0,1.0,False
DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL,11468192000181,338088492.32,17455662.12,62701495.51,98454779.16000001,138517178.01,24,270040315.46,0.06464094848306323,0.23219309088419327,0.364592890481139,False
ROOT CAPITAL FIGUEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,57271402000148,177286416.46,17422274.05,61216111.37,83318935.24000001,85084896.39,13,85084896.39,0.20476341617838104,0.7194709515706093,0.9792447164546639,False
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23956882000169,954213469.15,17369913.71,74135312.24000001,123888008.20000002,234145205.43,25,747964402.26,0.02322291496429003,0.09911609699070922,0.1656335620059834,False
PROSPER INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL  RESP LIMITADA,57441816000178,31830651.37,17313838.22,24602235.729999997,27095810.86,29414415.519999996,25,31493435.76,0.5497602215249695,0.7811861467730822,0.8603637617212457,False
SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,55257461000136,210746904.77,17312824.12,61047829.34,79194950.47000001,100129941.25000001,25,194299639.44,0.08910373776244822,0.3141942492325193,0.4075918550248032,False
RELOAD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,46405697000181,28154032.64,17297353.54,17297353.54,17297353.54,17297353.54,1,17297353.54,1.0,1.0,1.0,False
FITZ ROY SPECIAL SITUATIONS FIDC DE RESP LIMITADA,45207408000177,93324825.55,17293543.67,66474925.78,93967714.06000002,109202036.18000002,19,109202036.18,0.15836283163708312,0.6087333909271434,0.8604941569506183,False
TAIPATSB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,21081976000106,306003884.27,17285460.25,51683384.22,80926371.36,131749435.83999999,25,266466932.39,0.06486906309523265,0.19395796602768103,0.3037013659974757,False
YELLOW CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,57810758000102,65764869.15,17186448.59,51537714.81999999,64939211.55999999,65660034.3,11,65660034.3,0.26174900414269203,0.7849175738246605,0.9890218951652298,False
INCOR CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,63023974000100,50108143.37,17183063.5,44173963.89,48851759.120000005,48851759.120000005,9,48851759.12,0.35173888943878834,0.9042451016245002,1.0000000000000002,False
MOMENTO PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,50041229000142,55554639.88,17125008.37,45660087.690000005,45671739.52,45671739.52,6,45671739.52,0.37495853124886624,0.9997448787779389,1.0,False
ATF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,51306712000174,310409334.13,16994638.96,56732564.449999996,78365789.12,112033047.46,25,264952354.28,0.06414224552252958,0.21412364726544522,0.29577313752488316,False
ANIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,55657044000180,40046133.31,16991150.65,19313844.739999995,20676421.84999999,23335809.489999983,25,39962215.39,0.4251803981380823,0.4833026535569152,0.5173992895092093,False
BINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,52258255000152,329825623.67,16988546.06,74105818.53,118793304.86999999,189266134.18000004,25,295610043.0,0.05746944822168981,0.25068775667408566,0.4018581495554939,False
PRECATÓRIOS ESTADUAIS E MUNICIPAIS PULVERIZADOS I FI DIREITOS CREDITÓRIOS-RESPONSABILIDADE LIMITADA,54023881000195,25424397.56,16851629.28,25402468.810000002,25453155.560000002,25453155.560000002,6,25453155.56,0.6620644438476846,0.9980086260864389,1.0000000000000002,False
ARKAD MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51776829000111,91792382.91,16733431.44,53443595.75,65757096.94,76443833.00999999,25,81135330.25,0.20624099745991975,0.6586969645076413,0.8104619373260022,False
SEQUOIA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,35179032000180,48144101.48,16709936.65,33046940.6,39436394.08,39436394.08,7,39435685.35,0.42372629007701523,0.8379958483465281,1.0000179717936613,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SPECIAL 2 DE RESPONSABILIDADE LIMITADA,64024849000188,256845872.9,16708643.27,47629982.809999995,50633405.10999999,50633405.10999999,7,50633405.11,0.32999248685133514,0.9406829879705871,0.9999999999999999,False
NM VOLPI MORTGAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,52756013000199,650997738.88,16689155.14,61602259.23,102427803.28,200274042.59000003,25,524410125.5,0.031824624141434506,0.11746962202773104,0.19532003349923877,False
ÁRTICO MIDDLE CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,26208328000191,362729545.48,16647356.6,63562533.01,103974658.9,185924530.81999996,25,321983190.67,0.05170256424057194,0.19740947618332388,0.32291952472315066,False
SAM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,30808102000107,16876386.32,16538972.53,16998891.03,16998891.03,16998891.03,2,16998891.03,0.9729442056432782,1.0,1.0,False
RAIDERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,65815236000121,8026781.6,16538531.13,16538531.13,16538531.13,16538531.13,1,8261208.38,2.0019506068917248,2.0019506068917248,2.0019506068917248,True
OCTOPUS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,58265368000161,16614161.0,16518391.67,16518391.67,16518391.67,16518391.67,1,16518391.67,1.0,1.0,1.0,False
ZTIRAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57246541000111,16644790.77,16500000.0,16500000.0,16500000.0,16500000.0,1,16500000.0,1.0,1.0,1.0,False
GAZIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS - RESPONSABILIDADE LIMITADA,29492605000129,2494236413.23,16478201.02,54093583.05,86446578.79,129894138.21000002,25,2448539860.63,0.006729807133203141,0.02209217988229194,0.03530535899373009,False
NTZ EMPREENDIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA DE RESP LIMITADA,62935248000100,86986428.65,16475099.62,54962335.57,75720173.32999998,84856022.75,24,86842728.31,0.18971190726746065,0.6328950810228178,0.8719230130553228,False
IRLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,31772126000108,55713486.68,16454598.88,39103216.760000005,45193959.2,46846657.470000006,14,46604775.22,0.3530668006084206,0.8390388447409404,0.9697280801518692,False
MFDH2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51902751000134,71447537.89,16452127.11,16452127.11,16452127.11,16452127.11,1,16452127.11,1.0,1.0,1.0,False
HALFDOME FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,54782494000132,247452217.13,16369647.49,16369647.49,16369647.49,16369647.49,1,16369647.49,1.0,1.0,1.0,False
AUGME NAMARI VENTURE DEBT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,46322877000108,30810974.96,16326237.14,27905863.25,29229797.41,29229797.41,6,29229797.41,0.5585477350730635,0.9547060097122992,1.0,False
DEL MONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,14605855000150,411926192.35,16304751.39,46629390.05,74460401.68,128122045.88,25,398244635.41,0.04094154682890823,0.11708730238636912,0.18697151212932644,False
FATOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49260024000179,111882221.66,16284464.36,61637914.43,87123534.41999999,90426355.74999999,14,88575803.83,0.1838477739502553,0.6958775620969716,0.9836042198071688,False
BFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,11507489000109,336031124.63,16281708.08,37723244.6,56500871.84,85013409.89,25,235133088.70000002,0.06924464850956555,0.16043358596854088,0.24029315547369834,False
K2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55993250000161,45863174.66,16241341.87,37677801.26,41434201.78,43949478.830000006,25,44322356.86,0.36643678316343037,0.8500856887870831,0.9348375112559392,False
SG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,29720582000162,191641668.27,16229753.65,49711132.41,66029258.330000006,76506047.02999999,25,173614744.92,0.09348142438868609,0.28633012958033266,0.38032056759018745,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DB CRÉDITO GLOBAL,27538324000134,53877274.09,16200746.2,42371993.55,43049235.45999999,43094615.08,13,39953551.29,0.40548951662414284,1.060531346574073,1.0774820778140644,True
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP EXODUS INSTITUCIONAL - RESPONSABILIDADE LIMITADA,11629795000118,90621806.84,16198659.56,45708813.00000001,55639051.81,68730187.73,25,87371754.61,0.1853992704198939,0.5231531998416394,0.6368082231878621,False
AKIREDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52200745000106,31574360.53,16157356.52,30990137.56,32394429.54,34469261.74999999,25,31723085.009999998,0.509324881703868,0.9768954548471892,1.0211626495275719,True
BF3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59197255000139,43286670.43,16060900.16,33657345.47,37800060.32,41998031.60000001,25,42701297.28,0.3761220661444036,0.7882042845045854,0.885220420169867,False
AURA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO,63606548000108,17393645.26,16055748.66,16055748.66,16055748.66,16055748.66,1,16055748.66,1.0,1.0,1.0,False
FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS PREMIUM SOLIS - RESPONSABILIDADE LIMITADA,13039712000166,64340720.32,16035354.49,42544764.34,50890835.5,55534962.42,25,55985109.32,0.2864217768754372,0.7599300038305258,0.9090066290505548,False
CM ESTADUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS,44395657000170,18067373.92,16001996.58,17199725.040000003,17199725.040000003,17199725.040000003,4,17199725.04,0.930363511206456,1.0000000000000002,1.0000000000000002,False
GDV CAPTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53165079000177,31753730.17,15888555.54,36841520.849999994,36841520.849999994,36841520.849999994,3,28641386.8,0.5547411391406508,1.2863036663434186,1.2863036663434186,True
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MOTO HONDA II,63882874000130,636583666.49,15835635.3,47278725.38,70768184.89,116987053.89000002,24,565337541.53,0.02801093884043728,0.08362919832291224,0.12517864053124206,False
Z8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60693131000123,16039871.41,15816477.85,15816477.85,15816477.85,15816477.85,1,15816477.85,1.0,1.0,1.0,False
DISAM CASH - FIDC AGRONEGÓCIO DE RESPONSABILIDADE ILIMITADA,24270541000106,273574186.12,15730102.25,48144478.21000001,65278379.56999999,83696188.81,24,267147237.35,0.05888177024039886,0.18021701698125386,0.24435356404032824,False
FS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,21397569000102,108713638.58,15707220.45,42478771.86,55723795.4,75344719.88000001,25,90560611.28,0.17344428475019452,0.469064544282524,0.6153204424350701,False
RECEBÍVEIS BRASIL INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,50555281000117,18406983.19,15699545.79,15699545.79,15699545.79,15699545.79,1,15699545.79,1.0,1.0,1.0,False
KP DRACMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,45145595000101,15794090.96,15684803.36,15684803.36,15684803.36,15684803.36,1,15684803.36,1.0,1.0,1.0,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ÁSIA LP,09172117000127,371328923.76,15640054.33,67454605.61,105434023.41,166783386.95999998,25,290419756.59999996,0.05385327263234819,0.23226589815962956,0.3630401204254711,False
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BDR KYIV I,55928021000163,12675594.27,15605419.48,17722040.75,17902528.77,17903222.89,12,15011742.74,1.0395474896074592,1.180545194314994,1.192568316688326,True
