DENOM_SOCIAL,CNPJ,VL_PL,v_sub,v_tot,indice_subordinacao
VENTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56661282000122,18405824.85,3539538.940031933,18405824.850074932,0.19230536902656245
FLORESTA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53640662000192,18393448.47,5538967.549999801,18393448.470021132,0.30113806875462096
BBG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49325599000122,18342370.25,13588478.954806682,18342370.334799387,0.7408245884680695
CONLIFE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,46323053000144,18298126.3,16417231.170047505,18298126.300047506,0.8972083207232471
RIO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,31894591000111,18268983.37,18268983.363959484,18268983.363959484,1.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATLÉTICO MINEIRO - RESPONSABILIDADE LIMITADA,63570081000185,18245172.1,7980882.609995092,18241118.533855803,0.4375215585153097
PLATINA 137 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,44574109000108,18243396.15,,18241194.18997878,
BRAFIC FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,33498764000108,18211331.96,11021756.940018661,18211331.960019384,0.6052142130084444
SENA FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54229137000141,18176963.3,,18176963.299975846,
VIRTUS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA ABERTA,60456726000165,18154533.9,11736544.453275774,18154533.704784945,0.6464800828336562
CANAL 87 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,40669040000145,18083527.26,18258551.339930933,18258551.339930933,1.0
CM ESTADUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS,44395657000170,18067373.92,0.009999660878091201,18067373.91816216,5.534650981036641e-10
SALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,61295347000101,17998245.9,12688206.81003908,17998245.90002612,0.7049690775710908
TRUST BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,55271694000193,17979722.71,,17979722.70999573,
FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47425776000117,17965994.2,6024700.348186474,17965993.80751412,0.3353391085811627
BALLANGEN 82 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,46930099000121,17965162.92,0.0,17965162.919938955,0.0
PRINCIPIAPAY EDUCAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49004860000192,17875655.37,17864731.149172593,17875655.368689064,0.999388877258419
LIMELIGHT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIADE LIMITADA,45964979000156,17858956.03,,17858956.029999945,
VICENZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,65095860000100,17857263.0,0.0,17857262.99992987,0.0
ABC FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS,42582289000144,17851031.66,17851031.66000124,17851031.66000124,1.0
ADVANTAGE CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,49000687000154,17850398.3,16996467.363335524,17850398.343424987,0.9521617969716626
ZENON HIGH YIELD DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NÃO - PADRONIZADOS - RL,62347912000191,17847744.41,17847744.41002301,80509348.85016999,0.22168536530134075
BELLAGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,58954368000179,17841418.21,17841418.209913388,17841418.209913388,1.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEXA BWM - RESPONSABILIDADE LIMITADA,61149505000107,17831592.17,0.0,17831592.12566297,0.0
INTRABANK OPEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESP LIMITADA,64530473000183,17828930.53,,17828930.529974174,
MLC 1B FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA,57584175000100,17779265.89,17779265.889931303,17779265.889931303,1.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PARAGUAÇU II,52203362000183,17776199.28,0.0,17776199.279930223,0.0
INOVA III FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA,60124803000180,17766938.27,0.0,17766843.23000534,0.0
REAL TIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,29492579000139,17580053.57,,17580053.56999716,
XP SS 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42700507000106,17545433.2,0.0,17545432.875704616,0.0
SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,20997814000150,17512502.97,0.0,17512502.979999267,0.0
CANAL 75 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,38440284000100,17502348.65,6702506.849684693,17502348.64968469,0.38294899637971963
MAIS TODOS NOVOS NEGÓCIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,59998554000172,17494639.59,1333940.6799972442,17494639.590039782,0.07624853733807103
WCP II FIC FIDC DE RESPONSABILIDADE LIMITADA,65836808000159,17479985.87,17479985.8700566,17479985.8700566,1.0
CRESTONE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,30791451000155,17466184.45,0.0,17466184.44999989,0.0
SX CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54969186000110,17450689.05,,17450689.05003465,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO IX,45853976000145,17415581.18,10493477.52038316,17415581.1827906,0.6025338695416267
AURA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO,63606548000108,17393645.26,,17393645.259987388,
ENGENHO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS,46082838000172,17379597.67,,17379597.670009766,
LU INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61138429000134,17375762.05,15977056.22994171,17375762.049944647,0.9195024761514047
TREVYS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,28819664000104,17362334.92,17362334.920013305,17362334.920013305,1.0
GRUPO AFFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,43702427000144,17349512.3,11988396.31999759,17349512.299985666,0.6909932747796891
TK 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RL,56984405000166,17346588.83,,17346588.82608944,
MUNDI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENT0S,32990687000146,17318893.24,,17318893.23989848,
FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,19503125000162,17301592.61,,17301592.609999996,
CLASSE ÚNICA DE COTAS DO SIMPPLIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55768864000140,17291098.05,17291098.05,17291098.05,1.0
STARK INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,65190945000169,17279123.88,17279123.879996102,17279123.879996102,1.0
SIMULTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,48928851000125,17267586.41,9139845.390020393,17267586.41002584,0.5293064805347464
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VEÍCULOS,59673010000130,17237845.62,8002111.900299901,17237845.6196224,0.4642176335069875
WH1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61591473000103,17237770.44,15520908.180006491,17237770.439995285,0.9004011414373341
HARPY EAGLE  CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,65947492000172,17220484.53,1731603.0800070614,17220484.53000108,0.10055484077641993
UNIQUE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60696087000105,17209146.59,17209146.58985827,17209146.58985827,1.0
SAM 2 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32274238000100,17195310.85,0.0,17195310.84814323,0.0
OPINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55790118000152,17157073.12,15860245.30003871,17157073.120035082,0.9244143910255876
SEVEN CRÉDITO ESTRUTURADO 90 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,66573074000125,17154885.74,17154885.739979874,17154885.739979874,1.0
APUAMA UBÁ FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA,59550547000103,17150192.36,17150192.35992993,17150192.35992993,1.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA IMOBILIÁRIO,25235009000102,17130000.41,17130000.409584768,17130000.409584768,1.0
WBR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40733257000177,17120953.04,7855557.869998102,17120953.040015426,0.4588271372299158
FATURACRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE,63535955000163,17090372.29,0.0,17090372.240030147,0.0
MAGNUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,64111846000181,17086396.79,,17086396.790008016,
ACRE BG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45930576000196,17084420.08,8666425.809997011,18025533.90011151,0.48078608145656077
IPIRANGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,58363382000106,17041410.59,17041410.58995725,17041410.58995725,1.0
DIVIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,61766813000181,17015687.75,17015687.77121034,17015687.77121034,1.0
ONNI FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS,42794237000131,17011587.55,,17011587.550007302,
FINTRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54776530000155,16999152.59,9229920.870025348,16999152.590005927,0.5429635872232693
GALGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESPONSABILIDADE LIMITADA,48513136000121,16948362.64,,16948362.63000552,
MAKALU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60598710000197,16919369.12,16919369.12005605,16919369.12005605,1.0
SAM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,30808102000107,16876386.32,0.0,16876386.31406796,0.0
ITAPEVA XII MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,30366229000105,16872781.38,0.0,16872781.380001057,0.0
AFARE I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,26689672000140,16867314.37,16867314.370554037,16867314.370554037,1.0
ROBBIN PAGAMENTOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,63615161000100,16826579.21,,16826579.209962092,
ASHER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60866189000121,16814391.64,10707424.409866951,16814391.639818486,0.6368011783733223
LCBANK II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADOS - RESP LIMITADA,63509598000169,16766686.45,16766686.450080948,16766686.450080948,1.0
CLEAM CAPITAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56069419000154,16736393.49,6489494.790001387,16736393.490018034,0.3877475033000311
TRADIÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,33701253000141,16660977.96,16660977.959963048,16660977.959963048,1.0
RESTART FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,53676261000192,16656060.31,,16656060.310690183,
AGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL,24080647000139,16651574.94,,16651574.939967202,
ZTIRAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57246541000111,16644790.77,0.0,16644790.770026851,0.0
KP GUARDIAN FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,44002502000127,16644690.61,16644690.610008419,16644690.610008419,1.0
OCTOPUS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,58265368000161,16614161.0,0.0,16614161.000006681,0.0
SIGSUG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,48411822000191,16599781.2,0.0,16599781.200000001,0.0
OUTFIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLASSE ÚNICA FECHADA RESPONSABILIDADE LIMITAD,49776300000156,16513444.32,7073000.92001052,16513444.32002959,0.42831772602590795
EMBRAPREC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO NÃO PADRONIZADO,53323357000177,16513142.21,0.0,16513142.2099447,0.0
MEGA INFINITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33827572000106,16408230.24,8825110.252562717,16408230.240019994,0.5378465637956554
INFRA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64310285000140,16404676.62,16404676.619993193,16404676.619993193,1.0
OTMOW I FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62453870000173,16333037.91,12825142.123951351,16333037.910312178,0.7852269855967181
GPMG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63937880000147,16275376.1,0.0,16275376.100054111,0.0
SÉCULO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,62114622000106,16263885.63,,16263885.630008971,
LONG SHOT I FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52029150000121,16263674.72,,16263674.72001783,
CÉREBRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51190919000126,16262027.51,16262027.509980023,16262027.509980023,1.0
ALLIANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32670379000133,16227756.97,17111702.54776644,17111702.54776644,1.0
AGRONEGOCIOS ASSET BANK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITO,49749340000109,16208959.49,,16208959.490006661,
ANKER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSÓRCIOS I - RESPONSABILIDADE LIMITADA,62359337000147,16204570.45,14190518.6100343,16204570.450025769,0.8757108776068627
MACEIÓ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60698656000151,16172639.31,,16172639.309296848,
CUMARI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,53279903000110,16138823.22,,16138823.219297262,
BLACK STONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,66193864000185,16112755.61,16112755.610020114,16112755.610020114,1.0
FIGTREE COBRAFIX EDUCACIONAL INADIMPLENCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62838783000134,16099111.13,0.0,16099111.129892513,0.0
FEX AGRO FIDC RESPONSABILIDADE LIMITADA,64096545000126,16070339.24,6070339.24,16070339.24,0.37773560030958003
LIZARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CONSIGNADO PRIVADO - RESP LIMITADA,63696976000160,16064408.1,,16064408.100033272,
Z8 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60693131000123,16039871.41,0.0,16039871.410008442,0.0
MARAÚ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,61909905000173,16019151.02,0.0,16019151.01999969,0.0
SARAFINA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,43809819000107,15997543.57,0.0,15997543.57,0.0
FIDC MILAS II JCPE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45207430000117,15990056.46,,15990056.459999999,
VOLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60942645000175,15986583.52,0.0,15986583.519973097,0.0
JEP AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO,64721990000130,15975114.17,,15975114.169944137,
EL CHALTÉN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53272875000109,15945650.68,,15945650.680084005,
NITRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,36986752000110,15945463.36,,15945463.358249767,
BMJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62431397000123,15919258.07,,15919258.069999462,
EDUCBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,53323047000152,15907696.52,9035248.811999377,15907693.646289777,0.5679798098265935
JURERÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,53280106000152,15893857.04,,15893857.034759486,
ROMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,36566257000152,15860094.69,15860094.689627528,15860094.689627528,1.0
PORTO JACARANDÁ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62567209000199,15835425.76,15829150.100059113,15829150.100059113,1.0
MARANATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54776077000187,15823045.24,8495849.089995,15823045.239967545,0.5369288250870492
KP DRACMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,45145595000101,15794090.96,7404844.300000843,15581052.539985944,0.47524673195200734
SPS CORP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESP LIMITADA,28472352000169,15775643.82,,15775643.819388088,
GELMAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63699134000162,15725837.22,,15725837.220041065,
VERA CRUZ I - ATIVOS JUDICIAIS - PROCESSO DE CONHECIMENTO - FIDC - RESPONSABILIDADE LIMITADA,49156414000101,15724591.69,,15724591.689943798,
IPIRANGA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49507576000139,15604010.35,15604010.349941319,15604010.349941319,1.0
HOSPCOM EQUIPAMENTOS HOSPITALARES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,61294007000158,15603684.55,9130543.57000355,15603684.549971748,0.5851530477152643
VESTRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64282009000115,15548709.59,,15548709.590003325,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS TEMPUS IV,63812734000195,15513936.11,,15513936.110033808,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SM LP,09239216000189,15484146.61,14672032.138687935,15484146.648682732,0.947551871703315
FIRENZE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58505957000170,15470938.02,9404793.889982447,15470938.019993728,0.6079006895269211
NG OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,46230817000157,15468436.06,15468436.059948403,15468436.059948403,1.0
D'ORO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO - RESP LIMITADA,51731270000103,15468167.28,9348739.469998766,15468167.279983493,0.6043857233233091
LIBRA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54842157000193,15452496.75,6308060.529964873,15452496.749974426,0.40822273785466495
BE FUND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62791919000106,15390793.99,8539864.479996182,15390793.990001872,0.5548683508819511
GUARAPARI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA,66619014000104,15357591.64,0.0,15357591.63997016,0.0
FUNDO DE INVESTIMENTO EM COTAS JUVO II DE FIDC RESPONSABILIDADE LIMITADA,63394184000131,15352250.52,12072033.600005204,15358645.300017623,0.7860090108332245
FINZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61664240000185,15342166.84,,15342166.839984711,
CORE RETURN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA,64569883000138,15314905.48,9974492.659971058,15314905.47995403,0.651293125708602
OMIE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,66687692000104,15291115.46,5192354.215732256,15291115.459984314,0.33956673921665503
EVOQUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50367468000197,15274448.86,,15274448.869979583,
MÉDICOS EXCLUSIVE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51581780000141,15273376.67,,15273376.67001061,
SET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58325399000160,15271509.29,0.0,15271509.289867168,0.0
GCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61750443000194,15270303.29,,15270303.290038861,
IOX 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50901127000150,15235110.17,15235110.170001738,15235110.170001738,1.0
FACTIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50791925000176,15223067.48,,15223067.480047986,
FIDC MILAS II PRODUTOR RURAL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41114200000152,15220979.46,,15220979.458865348,
MONTESEGURO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,66592945000158,15201187.89,0.0,15201190.779523486,0.0
SIFRA ENERGY PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42462120000150,15152673.01,15152673.009854605,15152673.009854605,1.0
CLT  NOW III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE  LIMITADA,66688902000170,15105594.44,4570294.156786164,5623824.184892665,0.8126666137720648
EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51942865000108,15067867.45,0.0,15067867.450056132,0.0
JMP PROSPERITY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,67220139000111,15057437.72,1014253.510004886,15057437.720074512,0.06735897095245412
WCS CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60796225000128,15034270.29,0.0,15034270.290000001,0.0
FORESTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,66644176000194,15017154.12,15017154.119873308,15017154.119873308,1.0
BARUC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,44585152000179,15015543.97,,15015543.969998874,
SOMA W FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61942548000145,15010462.14,15010462.13998953,15010462.13998953,1.0
GUATAMBU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,40669872000161,14986714.0,,14986713.999997517,
PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42866998000151,14929332.83,5579022.370000852,14929332.830017079,0.37369535755701083
VBINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52364436000163,14918943.35,0.0,14918943.349983986,0.0
SIGMA INDIE RAIZ AGRO PERFORMADO FIDC RESPONSABILIDADE LIMITADA,63672769000176,14917582.8,9898271.54,14917582.8,0.6635305245297515
AMETISTA I FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55708679000160,14914171.5,0.0,14914171.499999598,0.0
POLÍGONO BRAVO CRÉDITO PRIVADO MULTIESTRATÉGIA FEEDER FI EM COTAS DE FI EM DIREITOS CREDITORIOS,55068896000132,14889913.94,,14889913.977083674,
VERA CRUZ II - ATIVOS JUDICIAIS - PROCESSO DE CONHECIMENTO - FIDC - RESPONSABILIDADE LIMITADA,55579164000107,14816649.72,,14816649.71995248,
MELBOURNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,33701697000187,14814111.29,0.0,14814111.290078118,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 3BGP  RESPONSABILIDADE LIMITADA,63143050000148,14808382.97,,14808382.969947074,
ROCKET II PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,35949828000175,14760052.66,0.0,14760052.66,0.0
AG ANTECIPA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,61009520000150,14754441.5,5224871.910001819,14754441.49997687,0.35412197134063056
EXODO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,61941406000163,14726685.44,4732262.710011791,14726685.439980319,0.3213392945275075
VSI SAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49998666000170,14719659.74,,14719659.74002943,
FRAM CAPITAL BALTO FUNDO DE INVESTIMENTO E DIREITOS CREDITORIOS NAO - PADRONIZADOS,38448253000103,14668153.48,0.0,14668153.479911352,0.0
MALCOM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,59715778000120,14588945.76,13473452.49994895,14588945.759952903,0.9235384599848184
FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PARAGUAÇU I,52203566000114,14586872.49,14586872.49,14586872.49,1.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO EXT SETHI - RESPONSABILIDADE LIMITADA,64656842000189,14565525.73,6410464.440006309,14565525.730015688,0.44011212220071405
TAURUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,29306608000120,14558112.36,0.0,14558112.35997239,0.0
PB77 ACADEMIAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,62075485000130,14538648.97,4866830.790011637,14538648.969987726,0.334751241333241
