CNPJ,DENOM_SOCIAL,DT_COMPTC,VL_PL,pl_prev,pl_next
19832159000109,INX SSPI BONDS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2016-05-31,101634461566.56,25457151.34,29999317.25
