DT_COMPTC,n_veiculos,n_classes,n_fundos_legado,pl_total,dc_com_risco,dc_sem_risco,cotas_fidc_detidas,n_informou_cotas_fidc,n_informou_cotas_fidc_np,pl_liquido_circular,pl_exclusivos,pl_cotistas_interesse_unico,parcelas_inad_com_risco,parcelas_inad_sem_risco,n_cotistas,indice,pl_total_real_jun26
2018-09-30,857,0,857,130546002952.83003,37862074145.62001,63524311693.14,7447558251.099999,857,857,123098444701.73003,10790423094.64,36637265664.98,2273565727.9500003,,140062.0,1.421526720356125,196618361493.67337
2018-10-31,868,0,868,133970119263.28,38202390931.19001,62598977509.97001,8271824520.85,868,868,125698294742.43,10848313799.030003,36542409486.83,1968144947.52,,17507.0,1.4279235905977274,200871580338.56577
2018-11-30,882,0,882,136339190820.23,40375222140.49001,63947531222.78,9040920846.18,882,882,127298269974.04999,12111356320.07,36908846398.31999,2361998729.2899995,,16835.0,1.4249249510574722,204853902547.43436
2018-12-31,890,0,890,141570227292.01,39364074244.34,66756613281.06,9092676730.19,890,890,132477550561.82,11467970729.31,37894641158.5,2045982634.65,,17678.0,1.4270623384840584,212395105954.2216
2019-01-31,880,0,880,147968258468.11993,40187628545.09999,65069674511.250015,9431278742.64,880,880,138536979725.47992,13080602729.789999,40652343383.16,2508433556.1499996,,17903.0,1.4316289379672076,221285835159.70557
2019-02-28,898,0,898,170657614687.82,46242602864.45999,67247887392.270004,9607816896.15,898,898,161049797791.67,11739505062.06,45124412644.71001,2271381394.85,,18247.0,1.4377849424004665,254124923585.82938
2019-03-31,911,0,911,166290656905.68,48943561891.96001,70960892893.19002,9444491249.82,911,911,156846165655.86,13479816888.120003,43595364654.579994,2171603449.3,,17999.0,1.4485683294684701,245778779947.61584
2019-04-30,921,0,921,162341839533.75003,47178114861.70999,68135523732.280014,9415665399.79,921,921,152926174133.96002,11857826667.490002,43693705564.82001,1917441650.88,,17546.0,1.4568251689464404,238582479503.19907
2019-05-31,925,0,925,201620409555.89,49102020572.59,107169665184.69,9322309915.130001,925,925,192298099640.76,14892601778.279999,45502181827.81999,2140789620.15,,17672.0,1.458719041666071,295922754913.6953
2019-06-30,938,0,938,216690282904.89005,51739004688.47002,47889911521.17,9806480649.84,938,938,206883802255.05005,15346291019.01,49498859188.42,1917845507.24,,17766.0,1.4588649135702374,318009341931.6919
2019-07-31,945,0,945,212138335219.53995,55787382612.56001,98991806010.66998,10069202653.869999,945,945,202069132565.66995,17681495582.0,49214990839.439995,1949670081.71,,17985.0,1.461636756906021,310738611844.24176
2019-08-31,969,0,969,212613887362.28998,57839433922.86,103101762369.48003,10896817873.16,969,969,201717069489.12997,18758463818.67,52332501054.969986,1938711309.4099998,,18075.0,1.4632445573386177,311092994693.65857
2019-09-30,992,0,992,231201780354.11002,63003205626.52999,99564622056.01001,10698182233.78,992,992,220503598120.33002,17736768258.58,60193810372.90001,2202119067.9000006,,18380.0,1.4626592595156822,338425851367.811
2019-10-31,1004,0,1004,234211985847.69012,64876058979.84,95150033040.48996,11386619084.960001,1004,1004,222825366762.73013,19663994064.72,60927010524.73999,2012985977.03,,18518.0,1.4641219187751977,342489605327.72144
2019-11-30,1020,0,1020,242348755878.30997,65912689213.75,91642340907.66002,12195225717.339996,1020,1020,230153530160.96997,19705300606.07,59214212632.909996,2489781399.8600006,944539753.4200001,25674.0,1.4715889405609515,352589845210.414
2019-12-31,1042,0,1042,237443419707.87006,70576979685.45999,111649833888.20998,10416875989.109999,1042,1042,227026543718.76007,20028498206.89,60048218965.16,2621292089.39,1126058207.3100002,25776.0,1.4885122133774025,341525595273.799
2020-01-31,1052,0,1052,231083445014.6599,73443852075.92001,104715923176.65,10611736072.759998,1052,1052,220471708941.8999,19846459685.75,64312118142.48,2680813402.2200003,990581135.8199999,26948.0,1.491638089025495,331681225834.619
2020-02-29,1061,0,1061,236651704396.88013,79813765056.93001,101521458181.37001,11202604970.670002,1061,1061,225449099426.2101,24144721203.949997,66938207781.380005,2698110663.13,1026602646.1900002,28557.0,1.4953671842480587,338826454851.057
2020-03-31,1070,0,1070,242883196486.53992,80872657016.3,95888191411.61002,10985750356.239998,1070,1070,231897446130.29993,24593222105.430004,63577764950.270004,3128650071.65,1324004205.5299997,29129.0,1.4964139412770323,347505149974.7046
2020-04-30,1077,0,1077,230695668449.16003,81872170328.42,86806329311.57,10485425761.86,1077,1077,220210242687.30005,25424783139.67,65009694017.59,3365580436.8800006,1336382615.63,28918.0,1.4917750580590736,331094235532.32983
2020-05-31,1088,0,1088,225973116494.68,79399283185.37997,79536357305.88004,10475339490.98,1088,1088,215497777003.69998,25013286923.480003,64288466234.99999,3321813159.28,1198863513.2899997,28949.0,1.486106312838449,325553536249.9786
2020-06-30,1091,0,1091,225542732796.34998,84318456636.78001,72427278967.39,10476772069.41,1091,1091,215065960726.93997,26095990363.47,63777530396.179985,3407230062.84,1047365219.49,28771.0,1.489970189251829,324090857525.4947
2020-07-31,1115,0,1115,225172200448.61005,84353317321.58,66699482686.99003,10858100714.85,1115,1115,214314099733.76004,24204466475.98,60506111295.82001,3273498356.03,864963683.8400002,29813.0,1.4953340819331356,322397793566.147
2020-08-31,1129,0,1129,225182168425.61996,87720176835.43001,62831633834.05001,10819597081.51,1129,1129,214362571344.10995,24189756513.77,59814185943.81001,3265461048.6899996,914781039.6400001,31044.0,1.498922883729775,321640129238.8735
2020-09-30,1144,0,1144,230111885352.75992,96313884330.56,69674053171.59001,10881652988.2,1144,1144,219230232364.5599,26659588999.06,54303625345.28,3236056148.48,831364006.34,31469.0,1.5085159901856455,326591331699.002
2020-10-31,1151,0,1151,217425723839.76,100342674612.17003,62994347067.770004,10999599823.429996,1151,1151,206426124016.33002,27844258600.47,56579415709.689995,3158295303.01,856707595.2999998,31846.0,1.521489227701242,305955006149.0935
2020-11-30,1198,0,1198,214070335329.25998,101616534881.39006,59788078078.930016,10946174428.18,1198,1198,203124160901.08,49781624769.81,80568768204.81001,2933322929.2700005,867283790.69,32071.0,1.535030481827783,298576076243.44275
2020-12-31,1230,0,1230,217765239141.36,104064208900.31999,56108377849.97,11345812049.919998,1230,1230,206419427091.44,46437487394.69,79227693888.67,3702988800.4,1029639980.03,32936.0,1.555753393332458,299683837012.5448
2021-01-31,1224,0,1224,216010298710.04996,92243830386.78,72799540274.13,11311179786.130001,1224,1224,204699118923.91995,51646485055.189995,85855183053.53,2227915694.1000004,1016874050.1600001,33238.0,1.5596427768157892,296527407229.4358
2021-02-28,1234,2,1232,223091603475.12,92780954482.96002,70692839155.49997,11642003576.86,1234,1234,211449599898.26,54577238205.94,90424045453.61998,2262392520.09,991691782.6500001,33368.0,1.5730557046964049,303636966492.15955
2021-03-31,1273,2,1271,246564478206.16998,100980541510.14001,76687931599.77,12067647830.41,1273,1273,234496830375.75998,65835871352.04999,107997481379.57,2541411423.97,996498842.0099999,33780.0,1.5876851227500817,332492348061.6065
2021-04-30,1295,2,1293,267398646168.59003,105522440685.66,98448720120.47,11933860648.330002,1295,1295,255464785520.26,81106178609.06999,127443815997.38004,2652089236.5899997,982682067.0199999,33359.0,1.592606946630607,359472870268.227
2021-05-31,1338,2,1336,281722345080.4701,106415209336.65004,93411891918.77003,11576363256.52,1338,1338,270145981823.9501,83469763234.13,129670266154.55002,3507494521.9700007,1069909504.8899999,34682.0,1.605825584287641,375611121556.3557
2021-06-30,1369,2,1367,297768386704.69006,109160911472.56996,112269328206.52998,11617095803.91,1369,1369,286151290900.7801,97469951498.79001,142995719467.77997,3735458651.009999,1150579498.31,36345.0,1.6143364598843657,394911747964.4502
2021-07-31,1383,2,1381,291917477115.07996,95298475219.82002,113202687240.02,11657271595.38,1383,1383,280260205519.69995,100647895289.30002,133877972010.45004,3784621094.990001,978458258.7899997,35559.0,1.6298340898992556,383470730353.7984
2021-08-31,1424,2,1422,297461584263.7399,121394755404.9,98805842012.50998,11637696176.01,1424,1424,285823888087.7299,100229605130.28,135900593799.36,4113735688.5299997,1058052119.6299999,36154.0,1.644013646481379,387383384710.0181
2021-09-30,1456,2,1454,303933333049.1999,129919860427.25,96226482639.01001,12066060588.35,1456,1456,291867272460.8499,101845649707.94998,140100889683.24005,4539071341.4800005,950295182.66,36179.0,1.6630842047805632,391272760927.6846
2021-10-31,1478,2,1476,309262607908.80994,121865663800.65,113660023860.31001,12178397167.710001,1478,1478,297084210741.0999,113873273619.85,141246904745.58002,2591201440.63,933326624.3,36927.0,1.68387275734032,393218248190.5522
2021-11-30,1493,2,1491,330582077353.8901,124427680765.06998,120992365081.55003,9292275951.259998,1493,1493,321289801402.63007,135921196031.62997,166763303098.57,2881468710.9300003,878358085.0900003,28060.0,1.6998695485350532,416369809099.58905
2021-12-31,1547,2,1545,308945976310.85986,130609547391.33002,119415609935.17996,9335340059.26,1547,1547,299610636251.59985,103463030753.02997,137162282559.13997,3120745026.6100006,846997580.4700001,31626.0,1.7122785962393592,386299046666.8425
2022-01-31,1553,2,1551,307117656465.7701,131338810165.2,117383820864.83002,9695746125.49,1553,1553,297421910340.2801,102341888048.15,133919871816.34998,3386202802.3999996,752312020.04,32248.0,1.7215249006590518,381950424677.27655
2022-02-28,1578,2,1576,312193135881.68994,136181443971.24002,118147671859.37,9949408712.470001,1578,1578,302243727169.22,105452304960.91,136851238849.26,3357114058.720001,796514673.6399999,32815.0,1.7389123021557082,384380361687.8079
2022-03-31,1607,2,1605,327621389261.47986,133643594422.77998,116198390544.15001,11533358635.880003,1607,1607,316088030625.59985,115688802817.98999,147932594435.08,3472563661.150001,848864322.4300001,33405.0,1.7670826814506306,396945513815.8089
2022-04-30,1646,2,1644,382699722064.6101,136432232748.55997,144168730072.25998,13052724337.400002,1646,1646,369646997727.2101,168774490920.16,202265528633.45996,3510246058.680002,1042648172.8600001,38907.0,1.7858137578740072,458814889627.565
2022-05-31,1665,0,1665,367886962052.2898,138106241062.13998,138168515387.69,14251890891.25,1665,1665,353635071161.0398,150022479353.68002,184318992510.11002,3664453977.3200006,1064364665.4099998,34746.0,1.7942070825360148,438992753068.9849
2022-06-30,1700,0,1700,364276358060.8,141962028146.51004,134913062641.13998,12985734027.189999,1700,1700,351290624033.61,138690405915.06998,173169069488.38998,3653743869.1600013,1104359910.12,40475.0,1.806228269989006,431791284056.0816
2022-07-31,1735,0,1735,345925027882.49994,148835673176.58997,130430656155.70006,12624573697.829998,1735,1735,333300454184.6699,111003055606.09004,153709264825.05008,3659121375.87,1067089134.1399999,47340.0,1.7939459177530808,412846074379.1622
2022-08-31,1767,0,1767,339295012187.04016,155120720228.64,123470849311.84004,15241392645.34,1767,1767,324053619541.70013,99533669246.48999,139828127267.37997,4032636905.96,1188061687.05,48017.0,1.7874877124491695,406396473999.4463
2022-09-30,1787,0,1787,346826952282.83,158615383611.01,129120541959.90996,13139760167.249998,1787,1787,333687192115.58,103690340436.34,142223508086.37,3896075417.72,1193590256.1399999,48390.0,1.7823039980830668,416626201610.75073
2022-10-31,1824,0,1824,350474159529.5001,158802150508.39,122153511654.19997,16104484251.599998,1824,1824,334369675277.90015,104763610093.39996,143450601932.17,3807576019.4700003,1428624347.79,49333.0,1.7928195916717569,418538038309.3679
2022-11-30,1854,0,1854,369886876442.0902,161471087777.96002,117954807143.46996,13948862146.55,1854,1854,355938014295.5402,115176117248.85005,154207579586.32004,2699638575.77,1455100091.33,47293.0,1.800170151997611,439917144091.1572
2022-12-31,1912,0,1912,378898513471.2399,180888099019.56,123999200058.38997,13731504707.029999,1912,1912,365167008764.20996,107999795376.29001,150738235845.88,3797891652.4000006,1527726812.8500004,48608.0,1.811331206939996,447858223272.10626
2023-01-31,1937,0,1937,375912070231.0302,181931098426.95,126653750777.89993,11508326983.870003,1937,1937,364403743247.1602,102018117533.35999,145465914400.44003,2382688309.9200006,1503793524.4599998,49343.0,1.8209312623367782,441985721616.11786
2023-02-28,1955,0,1955,376974570132.8298,186246057274.86,122457031510.18,11900813088.820002,1955,1955,365073757044.00977,104131971858.99998,144038976061.05,2477220410.2900004,1653843363.2599998,49444.0,1.836227084940407,439542816300.8386
2023-03-31,2009,0,2009,384761325516.9402,190211475673.46997,119956718842.30995,12575503174.579998,2009,2009,372185822342.36017,108093727872.20999,150267477974.63998,2548707133.6399994,1461342653.8500001,49607.0,1.849264297243484,445459215744.9309
2023-04-30,2034,0,2034,399278389233.85034,190154227306.01,132292645687.51996,13082542562.66,2034,2034,386195846671.19037,115958849405.63,161059086476.14996,2875631184.25,1507081043.1700003,49767.0,1.8605448094566692,459463685361.81256
2023-05-31,2044,0,2044,391083631907.6298,187578005568.64,128552755665.46996,13648000541.370003,2044,2044,377435631366.2598,103003051075.54001,149694128640.64,3115108658.49,1818860874.7499998,50164.0,1.8648240625184196,449000987620.2687
2023-06-30,2068,0,2068,403640617913.06,202106689205.9,127255045252.77,14144914507.710001,2068,2068,389495703405.35,105755628079.43,150934213358.47998,2499130752.3900003,1745448791.9399996,50967.0,1.8633322032684048,463788625757.7221
