CNPJ,DENOM_SOCIAL,TP_FUNDO_CLASSE,VL_PL,cnpj_admin,ADMIN,dc_total,situacao_registro
56045805000106,BB CLAIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,1800810921.71,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Funcionamento Normal
46879223000171,GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,Classe,1299037542.35,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1300000000.0,Em Funcionamento Normal
63465818000108,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAGOYA - RESPONSABILIDADE LIMITADA,Classe,1245855236.41,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1245987236.41,Em Funcionamento Normal
48357568000190,CIB-K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,1217072890.67,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,952564321.3,Em Funcionamento Normal
53313856000183,RAIKKONEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,836729263.29,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,836866884.62,Em Liquidação
50314076000160,AZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,Classe,802801274.96,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Funcionamento Normal
29986319000110,KINEA VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO RESPONSABILIDADE LIMITADA,Classe,771314631.91,62418140000131,INTRAG DTVM LTDA.,419155026.27,Em Funcionamento Normal
25382606000160,URA FIAGRO RESPONSABILIDADE LIMITADA,Classe,655903885.92,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,533327289.23,Em Funcionamento Normal
54372427000140,REDVECO CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,622863321.97,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",622881733.35,Em Liquidação
54373367000180,REVEE CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,618455975.64,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",581698515.9,Em Liquidação
51168507000190,AJAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Classe,602257092.18,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",602480143.77,Em Liquidação
55898077000112,TITÂNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,586903904.55,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",587050067.75,Em Liquidação
53212022000181,BALDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,585626339.06,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",585770457.94,Em Liquidação
53206400000114,CENTAURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,584188967.01,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",584319845.61,Em Liquidação
55347951000123,MUGELLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,552588213.2,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",552797882.85,Em Liquidação
54427427000108,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOITER CONSIGNADO II - RESPONSABILIDADE LIMITADA,Classe,544689767.38,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,247760224.2,Em Funcionamento Normal
49124193000181,MTPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADO,Classe,448998804.3,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,447834399.17,Em Funcionamento Normal
58152340000118,MONEE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO - RESP. LIMITADA,Classe,442213717.89,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,418207518.86,Em Funcionamento Normal
27771731000197,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS XPCE V,Classe,388134717.51,45246410000155,BANCO GENIAL S.A.,327859983.44,Em Funcionamento Normal
42336323000109,CERES CONFINA FIAGRO RESPONSABILIDADE LIMITADA,Classe,388016649.48,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,347969460.70000005,Em Funcionamento Normal
52967434000169,LEGACY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,387666560.82,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,387773432.45,Em Funcionamento Normal
52609670000103,IRÍDIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,375248099.18,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,375361364.88,Em Liquidação
22945880000101,REAG SPECIAL SITUATION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO,Classe,373294620.65,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,67860585.0,Em Funcionamento Normal
53415069000142,VIRAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,354866009.84,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,355009108.46,Em Liquidação
54153227000104,FLYNN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,350412098.49,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,350529703.66,Em Liquidação
34218393000126,AGL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Classe,349488078.88,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,281701904.89,Em Funcionamento Normal
51007736000122,LOGAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,347366604.4,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,347483518.48,Em Liquidação
57269975000137,TERPSÍCORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,340747869.5,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,340888108.51,Em Liquidação
50182107000176,TIGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADO,Classe,340699635.16,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,258906336.0,Em Funcionamento Normal
51151251000108,RINDT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,340029415.92,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,340173562.76,Em Liquidação
54332890000168,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,325645774.42,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,325786224.52,Em Liquidação
53262924000122,VERZEKERING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,325638947.93,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,325777141.49,Em Liquidação
51660739000160,RUNEARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS,Classe,309209260.21,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,360844519.43,Em Funcionamento Normal
55823114000123,MANSELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,307087718.71,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,307213925.42,Em Liquidação
56945961000123,VANTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,301651532.94,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,301781791.2,Em Liquidação
55711612000184,TARTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,290545441.76,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Funcionamento Normal
53848060000125,QUORRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,290123577.84,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,290156274.3,Em Liquidação
58476520000155,BRADESCO FARMTECH PLUS - FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - RESP LTDA,Classe,288572745.95,36113876000191,OLIVEIRA TRUST DTVM S.A.,185770178.41,Em Funcionamento Normal
58055083000104,MIDIAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Classe,272445948.05,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,263679394.03,Em Funcionamento Normal
60617666000115,BETEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,271061173.93,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,270918000.0,Em Funcionamento Normal
57268846000124,FANGIO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,268178931.02,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,268311076.94,Em Liquidação
54349373000100,NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,266346654.9,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,266475026.87,Em Liquidação
46767226000113,GUARDIAN MULTI CONSIGNADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,258668615.04,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,251535808.11,Em Funcionamento Normal
50452371000182,DEL REY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,Classe,256764750.13,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,263670552.0,Em Funcionamento Normal
37351013000115,CS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Classe,227416423.7,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,198498540.04,Em Funcionamento Normal
25167283000191,KRIPTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,191330728.55,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,85614414.03,Em Funcionamento Normal
58557938000197,JVD FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Classe,171957404.18,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,158022278.03,Em Funcionamento Normal
54837785000180,CELOSIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classe,170441347.34,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,173721758.77,Em Funcionamento Normal
51752029000160,LATACHE LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NÃO-PADRONIZADO,Classe,157358617.21,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,78083385.53,Em Funcionamento Normal
51606193000160,LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS,Classe,155058530.08,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Funcionamento Normal
26207801000116,AQUIRAZ FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,Classe,150614162.77,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Funcionamento Normal
54501301000128,URANO FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,Classe,149657583.31,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,149781221.98,Em Liquidação
45703190000141,SSA FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO NÃO PADRONIZADO,Classe,146882997.02,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,543527012.2,Em Funcionamento Normal
48946018000107,MAUÁ SANEAMENTO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Classe,140422725.77,36864992000142,APEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,134146231.99,Em Funcionamento Normal
53942359000144,MENESTYS IV FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,137824616.9,24361690000172,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.0,Em Funcionamento Normal
50115378000109,GUARDIAN MULTI CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,127554295.01,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,124654607.97,Em Funcionamento Normal
54950304000149,VENTURE FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,114139731.96,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,116102328.79,Em Funcionamento Normal
41673465000190,HILL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,113834300.28,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,113972521.02,Em Liquidação
43444545000108,OMEGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP RESPONSABILIDADE LIMITADA,Classe,104809770.54,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,102201495.0,Em Funcionamento Normal
13776087000135,V4 FIDC NP - AÇÕES JUDICIAIS,Classe,100171973.48,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,76927262.37,Em Funcionamento Normal
52609463000159,STARK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,98898451.15,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,99037383.18,Em Liquidação
33512746000133,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BRZ CAPITAL CONSIG I RESPONSABILIDADE LIMITADA,Classe,97994599.11,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,97657772.17,Em Funcionamento Normal
32528203000141,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EV CONSIGNADO FEDERAL II (F2),Classe,94061570.6,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,86870928.11,Em Funcionamento Normal
26758072000196,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA NOVERDE CRÉDITO PESSOAL,Classe,90787060.8,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,88716019.1,Em Liquidação
41755753000194,ZEFIRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,87184529.62,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,139800000.0,Em Funcionamento Normal
41673514000195,CENTAURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classe,85593035.46,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,80032184.13,Em Funcionamento Normal
54852109000186,VALKYRIES FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,Classe,78632152.13,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,78759188.21,Em Liquidação
66120764000129,BS2 FUNDO DE INVESTIMENTO FINANCEIRO,Classe,75967410.27,37678915000160,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.0,Em Funcionamento Normal
42273967000197,PLETORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Classe,75758538.04,24361690000172,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,39901916.32,Em Funcionamento Normal
29292271000140,PÁTRIA CRÉDITO ESTRUTURADO FEEDER TEAM FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESP LIMITADA,Classe,74426927.65,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,Em Funcionamento Normal
51030502000104,WILDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,73957952.08,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,74091661.81,Em Liquidação
51707771000154,ROVER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,73044052.38,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,8221314.05,Em Funcionamento Normal
42888490000154,ICRED OPARÁ FIDC NÃO-PADRONIZADOS - SEGMENTO FINANCEIRO - DE RESPONSABILIDADE LIMITADA,Classe,72874218.1,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,984528.6,Em Funcionamento Normal
41755875000180,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classe,72089358.14,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,58750813.46,Em Funcionamento Normal
28880400000158,GRAN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,Classe,71514593.54,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,67387276.81,Em Funcionamento Normal
33512447000107,DESKONT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,67607868.97,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,53190860.37,Em Funcionamento Normal
59356952000195,BEFLY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classe,65120262.59,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,54237239.49,Em Funcionamento Normal
63864746000163,PRISMA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Classe,65009539.66,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,64291035.94,Em Funcionamento Normal
58059177000143,RED SEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Classe,63197368.03,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,Em Funcionamento Normal
57377862000155,AEDGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,61330271.7,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,61492019.19,Em Funcionamento Normal
57679175000194,ZANDVOORT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,57433638.58,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,57564186.02,Em Liquidação
23077181000150,CIMITARRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,Classe,53912751.57,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,6593529.78,Em Funcionamento Normal
53247140000125,OTTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,53808264.47,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Funcionamento Normal
18392964000198,FIDUSSIA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classe,51092465.98,45854066000187,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,57653328.18,Em Funcionamento Normal
43740863000108,MUFFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,Classe,50958000.23,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,121618456.59,Em Funcionamento Normal
56886293000100,ATHENAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,48352562.34,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,43885538.99,Em Funcionamento Normal
24774059000103,PROSPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,47914027.23,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,40206594.38,Em Funcionamento Normal
34475955000117,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA MEZZO SAÚDE,Classe,44435051.86,02671743000119,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,43995608.63,Em Funcionamento Normal
29786909000107,LANCIA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,43530865.1,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,38336718.94,Em Funcionamento Normal
51124933000121,WIZARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,42522239.02,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,262539036.13,Em Funcionamento Normal
42084488000122,ALENTEJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,41797931.07,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Funcionamento Normal
45145168000123,JURUENA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,41340002.93,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.0,Em Funcionamento Normal
54407927000170,SOLARIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,41267882.45,00806535000154,PLANNER CORRETORA DE VALORES S.A.,19760926.93,Em Funcionamento Normal
35476474000199,CENTRAL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classe,37615669.68,44782130000107,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,31965817.14,Em Funcionamento Normal
57661136000160,CRAWFORD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,36772736.05,33886862000112,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",36994913.02,Em Liquidação
34850033000142,AGROCRED FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,Classe,36326602.96,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,35465336.56,Em Funcionamento Normal
37310965000190,G5 SANEAMENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,36039254.21,62285390000140,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,30635993.27,Em Funcionamento Normal
54836083000182,THEMIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classe,35727029.4,34829992000186,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,Em Funcionamento Normal
