posicoes_cotas_fidc,vl_total_cotas_fidc_na_cda,vl_detido_por_nao_fidc,vl_detido_por_fidc_fic,vl_posicoes_emissor_ligado,n_fundos_investidores,vl_ligacao_nao_informada,n_posicoes_ligacao_nao_informada
11713,163888786027.54,163811339054.11,77446973.43,76804042267.94,2173,176029.1,1
