entidade,cnpj,dc_com_risco,dc_sem_risco,valor,VL_PL,dc_sobre_pl
NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PESSOAL SOCIAL E IS RESP LTDA,57816252000100,0.0,879180395.05,879180395.05,1009314406.64,0.8710669235137393
BYX MOZART FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - CRÉDITO CONSIGNADO RESP. LIMITADA,61188091000125,877070956.59,0.0,877070956.59,881787689.09,0.9946509431257
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PICPAY FGTS,58148845000109,876103531.98,0.0,876103531.98,868936209.65,1.0082483872238297
FIDC PCG - BRASIL MULTICARTEIRA,07727002000126,872942712.65,0.0,872942712.65,3140454721.87,0.277966979294706
LASSIE 1 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49805246000120,872657338.5,0.0,872657338.5,850538306.24,1.0260059213062163
FOR-TE FIDC,06182371000118,0.0,859141390.79,859141390.79,977835561.91,0.8786154075965948
MOAB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS,60487508000198,853577232.83,0.0,853577232.83,914908738.26,0.9329643462072054
TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50327909000127,789220098.07,58648914.15,847869012.22,907215866.55,0.9345835357182556
MALTA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,29043573000184,843676995.49,0.0,843676995.49,855320775.99,0.9863866506849167
RAIKKONEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53313856000183,836866884.62,0.0,836866884.62,836729263.29,1.0001644753399193
BEMOL CRÉDITO PESSOAL FIDC FINANCEIROS DE RESPONSABILIDADE LIMITADA,45445355000122,0.0,823106946.47,823106946.47,916110806.89,0.8984796820204227
CEA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS RESPONSABILIDADE LIMITADA,50168890000113,822627423.37,0.0,822627423.37,842505368.1,0.9764061506518014
GONN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56321885000185,821746662.42,0.0,821746662.42,915291645.76,0.8977976213665468
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54218673000141,818706077.02,0.0,818706077.02,904073803.43,0.905574383323441
AMAZONITA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,36246327000195,812194560.79,0.0,812194560.79,812145748.68,1.000060102647929
JC PLÁSTICOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS - FIDC - NP,23798073000176,805203227.37,0.0,805203227.37,809070617.54,0.9952199596844107
GUARDIAN MULTI CONSIGNADO XIII FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LTDA,59063143000195,800541957.17,0.0,800541957.17,821140488.29,0.9749147296793319
IA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62092802000126,792317847.59,0.0,792317847.59,795397994.61,0.9961275398720232
LAGUZ I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,41240321000140,791544196.23,0.0,791544196.23,1302594039.08,0.6076676020942444
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS VIKING,47166884000112,784159404.41,0.0,784159404.41,1146731982.97,0.6838209939684874
IA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,48997793000191,777454728.78,0.0,777454728.78,781782715.39,0.9944639520357764
ARAGUAIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,32321306000136,0.0,776828770.14,776828770.14,780376793.13,0.9954534488708086
GCB FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS RESPONSABILIDADE LIMITADA,61799604000134,0.0,769855278.46,769855278.46,785615459.71,0.9799390642645733
ICRED FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,54518191000107,767761876.75,0.0,767761876.75,797908932.37,0.962217423070506
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS KINEA CRÉDITO ESTRUTURADO RESPONSABILIDADE LIMITADA,60431592000128,765930523.9,0.0,765930523.9,1116265513.27,0.6861544272350357
SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,47227790000106,760942014.37,0.0,760942014.37,1425902192.06,0.5336565289030573
OPERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL,29226704000169,27415071.99,727770112.24,755185184.23,767510008.24,0.983941806780784
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23956882000169,129264111.88,618700290.38,747964402.26,954213469.15,0.7838543747724251
FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS CONSIG PREMIUM I RESPONSABILIDADE  LIMITADA,66226355000101,746388857.97,0.0,746388857.97,748831543.44,0.9967380040392279
HERMON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,52069691000183,744705394.9,0.0,744705394.9,740484419.78,1.0057002889017626
CLASSE ÚNICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-BAYER RESPONSABILIDADE LIMITADA,44302112000172,722557301.97,0.0,722557301.97,1021572769.62,0.7072989056264427
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS STELLANTIS MOBILITY II - RESPONSABILIDADE LIMITADA,63322011000108,720315606.45,0.0,720315606.45,731257888.0,0.9850363575838789
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37511828000114,716370289.31,0.0,716370289.31,754432811.09,0.9495481622478646
MINERVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II - CRÉDITO MERCANTIL RESP LIMITADA,60871638000120,708388121.91,0.0,708388121.91,838018529.68,0.8453131963329024
ADGM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50491214000186,81296845.44,625430373.61,706727219.05,710016994.04,0.9953666249996621
ITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE ILIMITADA,55720253000121,705835812.11,0.0,705835812.11,2302518318.66,0.306549488179871
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTI CONSIGNADOS I RESPONSABILIDADE LIMITADA,29720593000142,699749350.82,0.0,699749350.82,968651152.41,0.7223956210437851
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT FGTS RECEIVABLES II,54464892000100,693328772.9,0.0,693328772.9,697493758.97,0.9940286403764378
OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESP LIMITADA,51295720000162,690645559.02,0.0,690645559.02,751721296.46,0.918752152256937
UPL 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO RESPONSABILIDADE LIMITADA,28472392000100,688004185.99,0.0,688004185.99,965789869.25,0.7123746147019341
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOL CONSIG - RESPONSABILIDADE LIMITADA,47117855000160,685518450.47,0.0,685518450.47,688855871.34,0.995155124593033
ITAÚ PIRINEUS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE INFRA - RESP LIMITADA,54759252000128,683481437.23,0.0,683481437.23,747930967.3,0.9138295740011139
IFOOD PAGO CRÉDITO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESP. LIMITADA,61288838000117,681952295.66,0.0,681952295.66,722466359.01,0.943922560760453
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO II - RESPONSABILIDADE LIMITADA,09115244000194,675364435.48,0.0,675364435.48,694519721.34,0.9724193780659792
MASONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37021511000108,675303539.0,0.0,675303539.0,673285076.06,1.0029979320970723
SOL AGORA GREEN III ESG FIDC IS SEGMENTO FINANCEIRO RESPONSABILIDADE LIMITADA,58510255000184,673738839.47,0.0,673738839.47,700445756.69,0.9618715411365968
IS SOL AGORA GREEN II ESG FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,53164652000128,665509321.63,0.0,665509321.63,705498309.71,0.9433180951256456
FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADEPAY VAREJO I - RESPONSABILIDADE  LIMITADA,31570767000180,659806238.49,0.0,659806238.49,702136589.85,0.9397120845545975
TARANIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,31164462000178,647159898.26,0.0,647159898.26,636635521.16,1.0165312439381702
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BULLLA CARTÕES RESPONSABILIDADE LIMITADA,46655552000139,646722012.94,0.0,646722012.94,763807133.95,0.846708526530122
JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,15428505000129,643859382.83,0.0,643859382.83,648584193.38,0.9927151931881391
MONTENEGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42449510000190,643769490.03,0.0,643769490.03,1967671103.82,0.3271733211816741
RIO FORMOSO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL NP,21838483000178,642119708.03,0.0,642119708.03,641969978.44,1.0002332345670801
VHG FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RECEBÍVEIS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA,16874770000101,641899333.22,0.0,641899333.22,544173830.69,1.1795850829616086
RNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE RESPONSABILIDADE LIMITADA,12813212000177,0.0,640625097.33,640625097.33,715409074.26,0.8954668320256428
BT VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55519337000100,639154463.35,0.0,639154463.35,643144597.27,0.9937958991851332
DJF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,35880735000131,631374136.35,0.0,631374136.35,694793402.11,0.9087221243503412
ARON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26709975000187,0.0,627536646.1,627536646.1,743782066.5,0.843710374805064
REDVECO CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,54372427000140,622881733.35,0.0,622881733.35,622863321.97,1.0000295592618005
FIDC RANDONCORP SEGMENTO RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,62690693000149,0.0,617591011.1,617591011.1,658827258.1,0.9374096221839368
CHEMICAL XV - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,67063613000149,613376180.48,0.0,613376180.48,749412873.0,0.8184756395023922
SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP,10509884000168,606989288.9,0.0,606989288.9,620015331.67,0.9789907731234411
ITAÚ PIRINEUS III FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA RESP LIMITADA,59688936000108,603664326.25,0.0,603664326.25,708363721.37,0.8521954301703824
AJAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,51168507000190,602480143.77,0.0,602480143.77,602257092.18,1.0003703594243991
DANIELE MÚLTIPLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32528241000102,150959880.97,450568779.36,601528660.33,672100372.1,0.8949982551720715
FUNDO DE GESTÃO E RECUPERAÇÃO - FIDC - RESPONSABILIDADE LIMITADA,35880835000168,600476615.6,0.0,600476615.6,935477620.12,0.6418930850777305
STEP-UP VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,26607493000116,596230359.83,0.0,596230359.83,960250194.42,0.6209114700467504
BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,26756137000164,42789442.82,546206199.88,588995642.7,603633491.31,0.975750436613063
TITÂNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55898077000112,587050067.75,0.0,587050067.75,586903904.55,1.0002490411102514
BALDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53212022000181,585770457.94,0.0,585770457.94,585626339.06,1.000246093576036
30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,40211693000186,0.0,584936920.14,584936920.14,582794683.3,1.0036758002455854
CENTAURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53206400000114,584319845.61,0.0,584319845.61,584188967.01,1.000224034700056
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS STELLANTIS MOBILITY I - RESPONSABILIDADE LIMITADA,61351481000174,582544271.78,0.0,582544271.78,598467081.89,0.9733940084729227
LUNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,35157905000154,582162002.1,0.0,582162002.1,185749798.75,3.134119153924521
REVEE CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,54373367000180,581698515.9,0.0,581698515.9,618455975.64,0.9405657618523904
ERYTHRINA FIDC SEGMENTO INFRAESTRUTURA E AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA,65505678000171,578527428.4,0.0,578527428.4,586287312.57,0.9867643662013007
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TURBI I DE RESPONSABILIDADE LIMITADA,49936440000144,578376873.11,0.0,578376873.11,590453123.13,0.9795474872654012
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA,26405874000112,577679986.42,0.0,577679986.42,817184529.35,0.706914981466297
LEGGERO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50456492000100,577483578.81,0.0,577483578.81,369825560.4,1.561502612705836
ALPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32302163000115,569522758.36,5946275.05,575469033.41,674233494.55,0.8535159378192597
ALDEBARAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,57555582000190,0.0,572962687.08,572962687.08,1002415606.75,0.5715819698155353
IFOOD PAGO CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO DE RESP LIMITADA,41197066000109,569616725.63,0.0,569616725.63,657095062.27,0.8668711094285241
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MOTO HONDA II,63882874000130,0.0,565337541.53,565337541.53,636583666.49,0.8880805011023335
MAKENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45938235000167,34782463.64,528812721.28,563595184.92,643719944.74,0.875528542381326
ISAAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO DE SERVIÇOS EDUCACIONAIS,44516049000177,559353182.08,0.0,559353182.08,721268162.92,0.7755134786699869
BMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA,10434089000158,84034008.4,472690252.39,556724260.79,618767917.99,0.899730326353147
LANDBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55562158000147,553649901.49,0.0,553649901.49,760477917.61,0.7280288995504157
MUGELLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55347951000123,552797882.85,0.0,552797882.85,552588213.2,1.0003794319983514
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT FGTS RECEIVABLES IV,62010175000137,550296118.46,0.0,550296118.46,553851632.17,0.9935803859671418
PANTANAL DO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,35654776000100,549795516.44,0.0,549795516.44,550115483.18,0.9994183644165944
ITAÚ PIRINEUS FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA - RESP LIMITADA,52258677000128,549481160.11,0.0,549481160.11,613928390.52,0.895024840999106
GUARDIAN GDF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,51767969000123,549188275.11,0.0,549188275.11,546311018.04,1.00526670152164
ROYAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,10613882000114,545802998.61,0.0,545802998.61,808540098.3,0.6750475329023023
IS GREEN SOLFÁCIL VII FINANCEIRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA LIM,63505455000189,543545034.67,0.0,543545034.67,564702170.63,0.9625339921459901
SSA FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO NÃO PADRONIZADO,45703190000141,543527012.2,0.0,543527012.2,146882997.02,3.7004079657088687
HARPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE  LIMITADA,20057764000120,68159413.5,471972916.19,540132329.69,605109132.84,0.8926196951531042
KYKLOS N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,32400342000195,289486485.77,246954143.52,536440629.28999996,608534520.92,0.8815286739674089
URA FIAGRO RESPONSABILIDADE LIMITADA,25382606000160,105355644.57,427971644.66,533327289.23,655903885.92,0.8131180507978413
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FUTURO PREVIDÊNCIA CONSIGNADO PÚBLICO II RESP LTDA,52810196000183,0.0,529116695.14,529116695.14,576453917.4,0.9178820356126528
JP MM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE  RESPONSABILIDADE LIMITADA,31495065000189,527550514.22,0.0,527550514.22,689016117.95,0.7656577262511628
NM VOLPI MORTGAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,52756013000199,524410125.5,0.0,524410125.5,650997738.88,0.805548305593525
GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,18185812000114,40756952.53,480350557.55,521107510.08000004,561951177.27,0.9273181214987013
SOA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS,57449433000146,520697789.51,0.0,520697789.51,518000319.36,1.0052074681215115
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA,37457423000145,519268409.63,0.0,519268409.63,541353269.64,0.9592043472376431
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR IV,51983832000106,518616701.04,0.0,518616701.04,527467198.34,0.9832207626789808
PLATINUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50440392000188,516824993.62,0.0,516824993.62,529145471.21,0.9767162750881593
BTG PACTUAL ATLAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,59595605000115,0.0,515445580.37,515445580.37,1239913416.4,0.4157109468712415
INSS SOLIS ITER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55581400000120,515375764.72,0.0,515375764.72,517208086.1,0.9964572839651124
ATENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO INFRAESTRUTURA DE RESP LIMITADA,65411764000115,510286080.21,0.0,510286080.21,511741022.82,0.9971568771212
GAVEA OPEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,31024386000103,49914831.55,459130143.71,509044975.26,561229780.43,0.9070170418789657
SFT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,44062564000124,31113960.65,475716267.73,506830228.38,628122237.49,0.8068974446841949
MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,47424724000126,505672651.86,0.0,505672651.86,673036320.46,0.7513304059346871
UNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,38137056000165,502049824.03,0.0,502049824.03,501909965.66,1.0002786523073237
POLONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO - FIDC NP,32156017000129,0.0,501489076.11,501489076.11,501158913.76,1.0006587977205132
PJUS COBALTO FIDC DE PRECATÓRIOS DE RESPONSABILIDADE LIMITADA,56805661000149,500795913.75,0.0,500795913.75,507955256.94,0.9859055633499514
ARC DIP JS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,52363951000129,496074813.75,0.0,496074813.75,484118379.9,1.0246973350866575
CREDIFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,21648446000105,494893849.59,0.0,494893849.59,355155990.12,1.3934548856202182
FLOWINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,20460014000103,260029908.95,232850076.47,492879985.41999996,575196961.52,0.8568890630394301
AMETISTA III FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,66057868000136,486802860.3,0.0,486802860.3,534286867.95,0.9111263807920437
FIDC AGRO CAPITAL FINANCE RESPONSABILIDADE LIMITADA,47280025000150,475111391.85,9734355.36,484845747.21000004,522132133.94,0.9285882168396005
JC DIVERSIFICADO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,29109350000172,484574646.7,0.0,484574646.7,495886949.95,0.9771877375455421
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,08654210000105,55518780.98,427944103.05,483462884.03000003,502797099.05,0.9615466854193657
SERENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53293984000102,483335123.5,0.0,483335123.5,865057055.5,0.5587320748694824
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SUMITOMO RESPONSABILIDADE LIMITADA,19746810000110,481771502.21,0.0,481771502.21,691010142.71,0.6971988867205204
CHEMICAL XIV - FIDC - INDÚSTRIA PETROQUÍMICA,59534745000183,481333151.93,0.0,481333151.93,525889772.19,0.9152738413708833
PRAVALER CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,34408539000104,474976724.27,0.0,474976724.27,146783175.86,3.235907122782429
UNIQUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26558785000106,324061098.45,149146950.37,473208048.82,519145597.58,0.9115131689950986
ÁGIS  - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,35689601000138,412683822.78,59723589.1,472407411.88,485279694.2,0.9734745086723227
EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,07727757000120,11830658.63,458052015.14,469882673.77,515352066.52,0.9117702330039353
MT CP III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62274607000117,0.0,469581672.88,469581672.88,697089883.97,0.6736314551083185
ICRED INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,65347578000164,469052325.56,0.0,469052325.56,664757336.15,0.7055993218165254
BLC II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,28153046000160,467466132.61,0.0,467466132.61,677089997.05,0.690404724108603
MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,15675220000192,370388424.21,96200726.41,466589150.62,671805123.57,0.6945305033407992
EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,17024362000115,466459569.2,0.0,466459569.2,1001151211.75,0.4659231929456834
JIVE BOSSANOVA90 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58893662000118,463748812.39,0.0,463748812.39,1554710409.76,0.29828629787176164
MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS,51290497000160,0.0,462835577.18,462835577.18,493570021.43,0.9377303261633387
FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS SOMACRED SABEMI CONSIGNADO PÚBLICO III,54697682000162,0.0,461423671.69,461423671.69,469787444.93,0.982196686330674
VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISETORIAL RESPONSABILIDADE LIMITADA,17468142000180,75265661.74,386076410.0,461342071.74,511752071.28,0.9014952701336139
JEFER BANKING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS RESP LIMITADA,54029281000134,10517864.63,449973915.51,460491780.14,415133268.2,1.1092625318531386
GALLERIA HOME EQUITY FIDC,37294759000134,460171192.13,0.0,460171192.13,513226571.59,0.8966238647862056
FMC 202201 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,20998706000100,458337283.61,0.0,458337283.61,501754369.49,0.9134694413839772
SUMUP SMART I FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62626409000175,454396871.82,0.0,454396871.82,459711342.54,0.9884395484117566
VLBM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,48903717000170,454274736.67,0.0,454274736.67,454418489.95,0.9996836544216856
VNMB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,48904297000146,454274736.67,0.0,454274736.67,454418402.05,0.9996838477945614
VVMB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,08661352000108,454274736.67,0.0,454274736.67,454435894.87,0.9996453664822271
VINCI ENERGIA SUSTENTÁVEL FIDC - IS RESPONSABILIDADE LIMITADA,28492719000106,451994453.51,0.0,451994453.51,479422659.48,0.9427890913630371
LOTUS PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,19424642000146,95088290.27,355184894.64,450273184.90999997,503850555.81,0.893664162354911
MTPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADO,49124193000181,447834399.17,0.0,447834399.17,448998804.3,0.9974066631829558
SRM EXODUS PME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,34521809000180,0.0,447409562.04,447409562.04,506192257.53,0.8838727882231265
