,0
hhi_veiculos,0.007447741511548081
share_top10_veiculos,0.18046803428314812
share_top50_veiculos,0.33153094924656096
hhi_administradores,0.07544336837468867
share_top5_administradores,0.5259932690207737
hhi_gestores,0.020850907935364947
share_top5_gestores,0.24102093367274996
cobertura_ranking_gestores,1.0000289279078045
