teste,n_cnpjs_intersecao,pl_informe_intersecao,pl_medidas_intersecao,diferenca_relativa,cobertura_medidas_sobre_pl_corte,status
T16 Informe x Medidas CVM/FIE (interseção de CNPJs),4314,989903153833.3401,989903153833.3401,0.0,0.9904009015009231,PASS
