CNPJ,DENOM_SOCIAL,serie,esperado,realizado,gap,VL_PL
05754060000113,CATERPILLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO INDUSTRIAL II - RESP LIMITADA,Subclasse Senior Subclasse 1,0.0,1.48,1.48,1666972490.26
05754060000113,CATERPILLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO INDUSTRIAL II - RESP LIMITADA,Subclasse Subordinada  |,0.0,0.0,0.0,1666972490.26
06018364000185,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FIDC PREMIUM EM LIQUIDAÇÃO,Subclasse Senior Série 1,0.88,0.88,0.0,47833.33
06081379000198,KOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Subclasse Senior Subclasse 1,1.12,-0.69,-1.81,5770286.6
06081379000198,KOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Subclasse Subordinada  |,0.0,0.0,0.0,5770286.6
06182371000118,FOR-TE FIDC,Subclasse Senior Série 1,1.23,1.23,0.0,977835561.91
06182371000118,FOR-TE FIDC,Subclasse Subordinada Subordinada 1 |,0.0,4.34,4.34,977835561.91
07084253000130,MULTI INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Subclasse Senior,0.0,0.0,0.0,65993813.34
07084253000130,MULTI INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Subclasse Subordinada Subordinada 1 |,0.0,0.85,0.85,65993813.34
07383363000100,RIVO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,Subclasse Senior Série 1,1.23,1.23,0.0,116288616.65
07383363000100,RIVO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,Subclasse Subordinada Mezanino 1 | Série 1,1.35,1.35,0.0,116288616.65
07383363000100,RIVO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,Subclasse Subordinada Subordinada 1 |,-13.67,-13.67,0.0,116288616.65
07507899000182,GP FIDC FCVS,Subclasse Senior,0.0,0.0,0.0,4812296.83
07507899000182,GP FIDC FCVS,Subclasse Subordinada Subordinada 1 |,-3.08,-3.08,0.0,4812296.83
07727002000126,FIDC PCG - BRASIL MULTICARTEIRA,Subclasse Senior Subclasse 10,0.0,1.65,1.65,3140454721.87
07727002000126,FIDC PCG - BRASIL MULTICARTEIRA,Subclasse Subordinada  |,0.0,0.0,0.0,3140454721.87
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 1,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 10,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 11,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 12,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 13,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 14,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 15,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 16,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 17,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 18,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 19,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 2,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 20,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 21,1.37,1.37,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 22,1.36,1.36,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 23,-7.09,-7.09,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 24,-18.92,-18.92,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 25,1.35,1.35,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 26,1.36,1.36,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 27,1.35,1.35,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 28,1.36,1.36,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 29,1.36,1.36,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 3,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 30,1.36,1.36,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 31,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 32,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 33,1.34,1.34,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 34,1.34,1.34,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 35,1.34,1.34,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 36,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 37,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 4,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 5,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 6,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 7,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 8,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Senior Série 9,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Subordinada Mezanino 1 | Série 1,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Subordinada Mezanino 2 | Série 1,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Subordinada Mezanino 3 | Série 1,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Subordinada Mezanino 4 | Série 1,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Subordinada Mezanino 5 | Série 1,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Subordinada Mezanino 6 | Série 1,0.0,0.0,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Subordinada Mezanino 7 | Série 1,-6.97,-6.97,0.0,515352066.52
07727757000120,EMPRESARIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,Subclasse Subordinada Subordinada 1 |,1.52,1.52,0.0,515352066.52
07738319000168,SP RECEBÍVEIS PREMIUM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS,Subclasse Senior Série 1,0.0,0.0,0.0,22537671.77
07738319000168,SP RECEBÍVEIS PREMIUM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS,Subclasse Subordinada Mezanino 1 | Série 1,1.45,1.45,0.0,22537671.77
07738319000168,SP RECEBÍVEIS PREMIUM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS,Subclasse Subordinada Mezanino 2 | Série 1,1.45,1.45,0.0,22537671.77
07738319000168,SP RECEBÍVEIS PREMIUM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS,Subclasse Subordinada Mezanino 3 | Série 1,1.36,1.36,0.0,22537671.77
07738319000168,SP RECEBÍVEIS PREMIUM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS,Subclasse Subordinada Mezanino 4 | Série 1,26.43,26.43,0.0,22537671.77
07738319000168,SP RECEBÍVEIS PREMIUM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS,Subclasse Subordinada Mezanino 5 | Série 1,26.43,26.43,0.0,22537671.77
07738319000168,SP RECEBÍVEIS PREMIUM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS,Subclasse Subordinada Mezanino 6 | Série 1,26.43,26.43,0.0,22537671.77
07738319000168,SP RECEBÍVEIS PREMIUM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS,Subclasse Subordinada Subordinada 1 |,0.0,0.0,0.0,22537671.77
07742454000187,GP - FIDC FCVS 2,Subclasse Senior,0.0,0.0,0.0,97880805.34
07742454000187,GP - FIDC FCVS 2,Subclasse Subordinada Subordinada 1 |,2.68,2.68,0.0,97880805.34
08093745000154,V1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - MULTICARTEIRA,Subclasse Senior,0.0,0.0,0.0,835765.02
08093745000154,V1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - MULTICARTEIRA,Subclasse Subordinada Subordinada 1 |,0.0,-0.64,-0.64,835765.02
08270249000129,MACCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Senior,0.0,0.0,0.0,57508221.11
08270249000129,MACCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Subordinada Subordinada 1 |,0.0,0.9,0.9,57508221.11
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 1,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 10,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 11,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 12,1.34,1.34,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 13,1.33,1.33,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 14,1.33,1.33,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 15,1.31,1.31,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 2,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 3,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 4,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 5,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 6,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 7,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 8,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Senior Série 9,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Subordinada Mezanino 1 | Série 1,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Subordinada Mezanino 2 | Série 1,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Subordinada Mezanino 3 | Série 1,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Subordinada Mezanino 4 | Série 1,0.0,0.0,0.0,344885023.07
08315045000167,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,Subclasse Subordinada Mezanino 5 | Série 1,0.0,0.0,0.0,344885023.07
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Senior Série 1,1.26,1.26,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Senior Série 10,1.21,1.21,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Senior Série 2,1.39,1.39,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Senior Série 3,1.36,1.36,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Senior Série 4,1.39,1.39,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Senior Série 5,1.3,1.3,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Senior Série 6,1.37,1.37,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Senior Série 7,1.4,1.4,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Senior Série 8,1.3,1.3,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Senior Série 9,1.24,1.24,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 1 | Série 1,1.39,1.39,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 1 | Série 2,1.5,1.5,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 1 | Série 3,1.49,1.49,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 1 | Série 4,1.46,1.46,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 1 | Série 5,1.43,1.43,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 1 | Série 6,1.5,1.5,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 1 | Série 7,1.31,1.31,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 2 | Série 1,1.49,1.49,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 2 | Série 2,1.57,1.57,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 2 | Série 3,1.36,1.36,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Mezanino 2 | Série 4,1.44,1.44,0.0,1240666511.7
08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,Subclasse Subordinada Subordinada 1 |,5.32,5.32,0.0,1240666511.7
08611414000169,V3 FIDC MULTICARTEIRA - NP,Subclasse Senior,0.0,0.0,0.0,63277565.36
08611414000169,V3 FIDC MULTICARTEIRA - NP,Subclasse Subordinada Subordinada 1 |,0.0,2.77,2.77,63277565.36
08621199000187,FAMCRED FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE LIMITADA,Subclasse Senior Série 1,1.06,1.06,0.0,161827873.73
08621199000187,FAMCRED FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE LIMITADA,Subclasse Subordinada Subordinada 1 |,1.94,1.94,0.0,161827873.73
08632394000102,RED - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP - RESPONSABILIDADE  LIMITADA,Subclasse Senior Série 1,0.0,0.0,0.0,1569551198.23
08632394000102,RED - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP - RESPONSABILIDADE  LIMITADA,Subclasse Senior Série 2,1.31,1.31,0.0,1569551198.23
08632394000102,RED - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP - RESPONSABILIDADE  LIMITADA,Subclasse Senior Série 3,0.0,0.0,0.0,1569551198.23
08632394000102,RED - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP - RESPONSABILIDADE  LIMITADA,Subclasse Senior Série 4,1.29,1.29,0.0,1569551198.23
08632394000102,RED - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP - RESPONSABILIDADE  LIMITADA,Subclasse Subordinada Subordinada 1 |,1.21,1.21,0.0,1569551198.23
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 1,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 10,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 11,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 12,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 13,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 14,0.13,0.13,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 15,1.41,1.41,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 16,1.35,1.35,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 2,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 3,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 4,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 5,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 6,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 7,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 8,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Senior Série 9,0.0,0.0,0.0,502797099.05
08654210000105,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA,Subclasse Subordinada Mezanino 1 | Série 1,0.0,0.0,0.0,502797099.05
