CNPJ,DENOM_SOCIAL,serie,esperado,realizado,gap,VL_PL
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 19,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 2,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 20,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 21,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 22,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 23,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 24,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 25,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 26,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 27,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 28,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 29,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 3,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 30,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 31,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 32,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 33,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 34,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 35,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 36,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 37,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 38,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 39,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 4,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 40,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 41,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 42,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 43,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 44,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 45,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 46,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 47,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 48,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 49,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 5,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 50,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 51,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 52,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 53,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 54,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 55,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 56,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 57,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 58,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 59,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 6,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 60,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 61,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 62,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 63,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 64,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 65,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 66,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 67,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 68,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 69,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 7,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 70,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 71,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 72,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 73,0.0,1.8,1.8,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 74,0.0,1.8,1.8,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 75,0.0,1.8,1.8,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 76,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 77,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 78,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 79,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 8,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 80,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 81,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 82,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 83,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 84,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 85,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 86,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 87,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 88,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 89,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 9,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 90,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 91,0.0,1.85,1.85,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 92,0.0,1.8,1.8,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 93,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 94,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 95,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 96,0.0,1.6,1.6,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 97,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 98,0.0,0.0,0.0,317361753.43
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,Subclasse Senior Série 99,0.0,0.0,0.0,317361753.43
33632618000123,NOVA CAPITAL FUNDO DE INVESTIMENTO EM QUOTAS FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Senior,0.0,0.0,0.0,65768736.74
33632618000123,NOVA CAPITAL FUNDO DE INVESTIMENTO EM QUOTAS FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Subordinada Subordinada 1 |,0.0,3.06,3.06,65768736.74
33701253000141,TRADIÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Senior,0.0,0.0,0.0,16660977.96
33701253000141,TRADIÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Subordinada Subordinada 1 |,0.0,0.53,0.53,16660977.96
33701265000176,FXN CAPITAL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,Subclasse Senior,0.0,0.0,0.0,7982821.74
33701265000176,FXN CAPITAL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,Subclasse Subordinada Mezanino 1 | Série 1,0.0,-2.86,-2.86,7982821.74
33701265000176,FXN CAPITAL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,Subclasse Subordinada Subordinada 1 |,0.0,2.23,2.23,7982821.74
33701697000187,MELBOURNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Senior Subclasse 1,-26.03,-0.29,25.740000000000002,14814111.29
33701697000187,MELBOURNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Subordinada  |,0.0,0.0,0.0,14814111.29
33736744000128,VOLPATO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Subclasse Senior Subclasse 1,0.15,0.15,0.0,3236871.2
33823914000101,CROWN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Subclasse Senior,0.0,0.0,0.0,54752750.04
33823914000101,CROWN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Subclasse Subordinada Subordinada 1 |,0.0,1.19,1.19,54752750.04
33823944000118,EXPLORER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Senior Série 1,1.0,1.37,0.3700000000000001,150730626.73
33823944000118,EXPLORER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Subordinada Subordinada 1 |,1.0,2.29,1.29,150730626.73
33823975000179,ASGARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Subclasse Senior Subclasse 1,-0.16,-0.16,0.0,25190575.16
33827572000106,MEGA INFINITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Subclasse Senior Série 1,0.0,0.0,0.0,16408230.24
33827572000106,MEGA INFINITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Subclasse Subordinada Subordinada 1 |,214.87,2.41,-212.46,16408230.24
33953549000150,AGROSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Senior Série 1,1.0,1.12,0.1200000000000001,18799119.1
33953549000150,AGROSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Subordinada Subordinada 1 |,1.0,-78.14,-79.14,18799119.1
34027522000107,BANSULCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Senior,0.0,0.0,0.0,35455940.05
34027522000107,BANSULCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Subordinada Subordinada 1 |,0.0,-1.15,-1.15,35455940.05
34027549000191,SMARTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Senior Série 1,0.05,0.05,0.0,10397082.63
34027549000191,SMARTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Subordinada Subordinada 1 |,0.0,-0.69,-0.69,10397082.63
34027968000123,MERIDIONAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Subclasse Senior Subclasse 1,0.0,0.0,0.0,0.0
34027976000170,APUAMA YARA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RES LIM,Subclasse Senior,0.0,0.0,0.0,504652451.25
34027976000170,APUAMA YARA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RES LIM,Subclasse Subordinada Subordinada 1 |,0.0,1.23,1.23,504652451.25
34081563000173,HECTARE II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Senior Subclasse 1,-0.72,-0.72,0.0,52734899.91
34081900000122,GOLD STYLE FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO NÃO PADRONIZADO,Subclasse Senior Subclasse 1,0.0,0.04,0.04,1865513705.6
34081900000122,GOLD STYLE FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO NÃO PADRONIZADO,Subclasse Subordinada  |,0.0,0.0,0.0,1865513705.6
34082112000150,NOBEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Senior Série 1,1.45,1.45,0.0,70669631.97
34082112000150,NOBEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Subordinada Mezanino 1 | Série 1,1.49,1.49,0.0,70669631.97
34082112000150,NOBEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Subordinada Subordinada 1 |,0.0,6.1,6.1,70669631.97
34096104000163,ART SPECIALE FI EM COTAS DE FUNDOS DE INVEST EM DIREITOS CREDITÓRIOS RESPONSABLIDADE LIMITADA,Subclasse Senior Subclasse 1,0.0,1.31,1.31,462955409.38
34096240000153,LESTE CP BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Subclasse Senior Subclasse 1,0.0,0.88,0.88,5904201.14
34096240000153,LESTE CP BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Subclasse Subordinada  |,0.0,0.0,0.0,5904201.14
34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Subclasse Senior Série 1,1.2,1.2,0.0,4015059128.44
34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Subclasse Senior Série 2,1.22,1.22,0.0,4015059128.44
34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Subclasse Senior Série 3,1.2,1.2,0.0,4015059128.44
34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Subclasse Senior Série 4,1.06,1.06,0.0,4015059128.44
34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Subclasse Senior Série 5,1.06,1.06,0.0,4015059128.44
34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Subclasse Subordinada Subordinada 1 |,2.35,2.35,0.0,4015059128.44
34218194000118,BLESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS,Subclasse Senior Subclasse 1,0.0,-0.02,-0.02,35583776.14
34218194000118,BLESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS,Subclasse Subordinada  |,0.0,0.0,0.0,35583776.14
34218393000126,AGL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Senior,0.0,0.0,0.0,349488078.88
34218393000126,AGL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Subclasse Subordinada Subordinada 1 |,0.0,1.8,1.8,349488078.88
34218918000123,LGX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Subclasse Senior Série 1,1.53,1.53,0.0,121441290.33
34218918000123,LGX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Subclasse Subordinada Mezanino 1 | Série 1,1.69,1.69,0.0,121441290.33
34218918000123,LGX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Subclasse Subordinada Subordinada 1 |,0.0,-2.65,-2.65,121441290.33
34218936000105,EDISON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Senior Série 1,0.0,1.54,1.54,120616801.56
34218936000105,EDISON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Senior Série 2,0.0,1.54,1.54,120616801.56
34218936000105,EDISON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Subclasse Subordinada Mezanino 1 | Série 1,0.0,1.68,1.68,120616801.56
