CNPJ,DENOM_SOCIAL,VL_PL,ADMIN,classificacao,score_risco,materialidade_max_rs,materialidade_soma_rs,forca_evidencia,obs_disparados,der_disparados,cobertura_dados_pct,n_avaliaveis,n_disparos,n_disparos_persistentes,n_criticos,n_altos,persistencia_media_meses,atualidade,peso_disponivel,peso_disparado
26631527000108,FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,35.71,0.0,0.0,1.0,1.0,0.0,10.87,5,1,1.0,1.0,0.0,8.0,2026-06-30,28.0,10.0
44585657000133,MONET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,0.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,35.71,0.0,0.0,1.0,1.0,0.0,10.87,5,1,1.0,1.0,0.0,6.0,2026-06-30,28.0,10.0
45880798000141,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QUASAR CREDIT SOLUTI,0.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,não classificável,35.71,0.0,0.0,1.0,1.0,0.0,10.87,5,1,1.0,1.0,0.0,7.0,2026-06-30,28.0,10.0
51863167000117,VALORAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,35.71,0.0,0.0,1.0,1.0,0.0,10.87,5,1,1.0,1.0,0.0,6.0,2026-06-30,28.0,10.0
53471524000127,SURRIENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,0.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,35.71,0.0,0.0,1.0,1.0,0.0,10.87,5,1,1.0,1.0,0.0,6.0,2026-06-30,28.0,10.0
63700113000110,NC 2025 I FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,0.0,INTRAG DTVM LTDA.,não classificável,34.78,5655088696.55,5655088696.55,0.5,1.0,1.0,19.57,9,2,2.0,1.0,1.0,1.0,2026-06-30,46.0,16.0
12660462000114,FC3 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA,-650516.73,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,34.48,650516.73,650516.73,1.0,1.0,0.0,13.04,6,1,1.0,1.0,0.0,13.0,2026-06-30,29.0,10.0
12660458000156,FC4 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,-539511.02,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,34.48,539511.02,539511.02,1.0,1.0,0.0,13.04,6,1,1.0,1.0,0.0,13.0,2026-06-30,29.0,10.0
12660468000191,FC5 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA,-301212.88,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,34.48,301212.88,301212.88,1.0,1.0,0.0,13.04,6,1,1.0,1.0,0.0,13.0,2026-06-30,29.0,10.0
12565143000120,FC2 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,-298843.23,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,34.48,298843.23,298843.23,1.0,1.0,0.0,13.04,6,1,1.0,1.0,0.0,13.0,2026-06-30,29.0,10.0
61289212000125,CHELSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,-3224783.55,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,31.37,3224783.55,0.0,1.0,2.0,0.0,21.74,10,2,2.0,1.0,1.0,1.0,2026-06-30,51.0,16.0
09257784000102,SUL BRASIL PROFISSIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,7.0,2026-06-30,40.0,10.0
20227405000174,BELSUL 500 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,6.0,2026-06-30,40.0,10.0
21658426000107,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS WNT - FORNECEDORES,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,7.0,2026-06-30,40.0,10.0
25354121000162,MONEFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,8.0,2026-06-30,40.0,10.0
26488875000178,VERITAS FORSETI 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-NÃO PADRONIZADO,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,7.0,2026-06-30,40.0,10.0
34027968000123,MERIDIONAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,8.0,2026-06-30,40.0,10.0
45899975000131,KRONOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,8.0,2026-06-30,40.0,10.0
48279617000114,JER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,0.0,BANCO DAYCOVAL S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,5.0,2026-06-30,40.0,10.0
49275773000170,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONTBANK,0.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,7.0,2026-06-30,40.0,10.0
50133597000110,INSIGNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,8.0,2026-06-30,40.0,10.0
52348286000102,EXP RF CONSERVADOR FEEDER - FIDC,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,8.0,2026-06-30,40.0,10.0
53109452000172,AGILE FIC FIDC - RESPONSABILIDADE LIMITADA,0.0,BANCO DAYCOVAL S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,5.0,2026-06-30,40.0,10.0
53822280000180,AKYA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSETORIAL RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,8.0,2026-06-30,40.0,10.0
56071925000188,ST 1011.A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,0.0,BANCO DAYCOVAL S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,5.0,2026-06-30,40.0,10.0
58559343000170,NXT RF CONSERVADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FEEDER RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,8.0,2026-06-30,40.0,10.0
62913497000196,PNT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,6.0,2026-06-30,40.0,10.0
63693909000192,ACÁCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,0.0,INTRAG DTVM LTDA.,não classificável,25.0,0.0,0.0,1.0,1.0,0.0,17.39,8,1,1.0,1.0,0.0,1.0,2026-06-30,40.0,10.0
11827500000118,FC FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,-4390547.59,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,24.39,4390547.59,4390547.59,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,13.0,2026-06-30,41.0,10.0
12674251000130,FC8 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA,-2770592.08,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,24.39,2770592.08,2770592.08,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,13.0,2026-06-30,41.0,10.0
12674257000108,FC6 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,-551667.6,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,24.39,551667.6,551667.6,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,13.0,2026-06-30,41.0,10.0
09584892000190,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,24.39,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,7.0,2026-06-30,41.0,10.0
41218955000105,AUGME VERT FINTECHS & OPORTUNIDADES ESPECIAIS FIDC DE RESPONSABILIDADE LIMITADA,0.0,BANCO DAYCOVAL S.A.,não classificável,24.39,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,5.0,2026-06-30,41.0,10.0
46437965000147,W CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,0.0,BANCO DAYCOVAL S.A.,não classificável,24.39,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,5.0,2026-06-30,41.0,10.0
47168064000160,VASTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,24.39,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,13.0,2026-06-30,41.0,10.0
48328158000111,GALAPAGOS EQUADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,24.39,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,13.0,2026-06-30,41.0,10.0
49223648000116,PHILADELPHIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃOPADRONIZADOS RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,24.39,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,13.0,2026-06-30,41.0,10.0
50818107000110,READING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,24.39,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,13.0,2026-06-30,41.0,10.0
53042591000126,TFO FERTAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,24.39,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,13.0,2026-06-30,41.0,10.0
54422285000188,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PP1 FINANCEIRO,0.0,BANCO DAYCOVAL S.A.,não classificável,24.39,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,5.0,2026-06-30,41.0,10.0
55768038000109,ST 1011 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,0.0,BANCO DAYCOVAL S.A.,não classificável,24.39,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,5.0,2026-06-30,41.0,10.0
55486394000121,CONECTA BRASIL FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA,0.0,BANCO DAYCOVAL S.A.,não classificável,24.24,39001355.73,39001355.73,0.5,1.0,1.0,32.61,15,2,2.0,1.0,1.0,1.0,2026-06-30,66.0,16.0
25316863000101,SPDA HABITACAO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,246774625.41,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,atenção alta,23.97,246774625.41,1376467073.17,0.286,2.0,5.0,69.57,32,7,7.0,1.0,3.0,11.142857142857142,2026-06-30,146.0,35.0
45880936000192,ABC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78780233.92,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,atenção alta,23.97,78780233.92,481046805.54,0.286,2.0,5.0,69.57,32,7,7.0,1.0,3.0,8.142857142857142,2026-06-30,146.0,35.0
63547404000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VEXOR - RESPONSABILIDADE LIMITADA,-87864.34,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,não classificável,23.53,48913024.400000006,49000888.74000001,0.5,1.0,1.0,32.61,15,2,2.0,1.0,1.0,1.0,2026-06-30,68.0,16.0
58528925000190,RR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,-43551.81,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,23.53,43551.81,0.0,1.0,2.0,0.0,32.61,15,2,2.0,1.0,1.0,13.0,2026-06-30,68.0,16.0
29292312000106,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS NPL II,1069185006.76,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,atenção alta,23.03,1077359466.28,8602526811.2,0.25,2.0,6.0,82.61,38,8,8.0,1.0,3.0,11.375,2026-06-30,165.0,38.0
49789715000164,ELETRONET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,BANCO DAYCOVAL S.A.,não classificável,22.73,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,5.0,2026-06-30,44.0,10.0
52110606000183,QUATÁ EXCLUSIVE FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,22.73,0.0,0.0,1.0,1.0,0.0,23.91,11,1,1.0,1.0,0.0,7.0,2026-06-30,44.0,10.0
61785674000133,NFX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,22.73,0.0,0.0,1.0,1.0,0.0,19.57,9,1,1.0,1.0,0.0,7.0,2026-06-30,44.0,10.0
51749986000138,IPO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,22.22,339938745.45000005,339938745.45000005,1.0,2.0,0.0,39.13,18,2,2.0,1.0,1.0,9.5,2026-06-30,72.0,16.0
54582555000118,COBUCCIO EMPRÉSTIMOS INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,22.22,88046854.03,88046854.03,1.0,2.0,0.0,39.13,18,2,2.0,1.0,1.0,6.0,2026-06-30,72.0,16.0
19187286000194,RUBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL - RESPONSABILIDADE LIMITADA,0.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,não classificável,22.22,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,5.0,2026-06-30,45.0,10.0
37606580000175,OPENCO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,0.0,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,22.22,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,9.0,2026-06-30,45.0,10.0
41970246000173,JASPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,0.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,não classificável,22.22,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,5.0,2026-06-30,45.0,10.0
44585595000160,STRATEGIC ALPHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,0.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,22.22,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,3.0,2026-06-30,45.0,10.0
49087632000123,SALVADOR CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,não classificável,22.22,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,9.0,2026-06-30,45.0,10.0
54828406000196,EUREKKA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,22.22,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,6.0,2026-06-30,45.0,10.0
58293429000102,AZURE II FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,22.22,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,7.0,2026-06-30,45.0,10.0
58500094000148,CORINDON FUNDO DE INVESTIMENTO EM DIREITO CREDITORIOS - RESPONSABILIDADE LIMITADA,0.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,22.22,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,7.0,2026-06-30,45.0,10.0
59030572000166,REGENSBURG FIC FIDC RESPONSABILIDADE LIMITADA,0.0,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,22.22,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,2.0,2026-06-30,45.0,10.0
26142903000109,AUSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO IMOBILIÁRIO,0.0,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,20.83,0.0,0.0,1.0,1.0,0.0,23.91,11,1,1.0,1.0,0.0,7.0,2026-06-30,48.0,10.0
42867211000176,CW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO,0.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,20.83,0.0,0.0,1.0,1.0,0.0,23.91,11,1,1.0,1.0,0.0,8.0,2026-06-30,48.0,10.0
51119641000109,FACIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,0.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,não classificável,20.83,0.0,0.0,1.0,1.0,0.0,23.91,11,1,1.0,1.0,0.0,4.0,2026-06-30,48.0,10.0
51268721000118,ASSET BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MIDDLE MARKET,0.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,20.83,0.0,0.0,1.0,1.0,0.0,23.91,11,1,1.0,1.0,0.0,2.0,2026-06-30,48.0,10.0
36335689000152,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SETOR PÚBLICO,131989610.83,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,atenção alta,20.73,131989610.83,459482456.53,0.167,1.0,5.0,80.43,37,6,6.0,1.0,3.0,11.0,2026-06-30,164.0,34.0
36335649000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SPECIAL SITUATIONS,123951361.74,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,atenção alta,20.73,123951361.74,614268815.29,0.167,1.0,5.0,80.43,37,6,6.0,1.0,3.0,10.166666666666666,2026-06-30,164.0,34.0
35765961000171,C3E CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,201581970.94,APEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,atenção alta,20.67,215878563.53,1727028508.24,0.375,3.0,5.0,73.91,34,8,8.0,1.0,2.0,12.25,2026-06-30,150.0,31.0
14744913000127,MULTIPLIX FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,20.51,42959916.55,42959916.55,0.5,1.0,1.0,41.3,19,2,2.0,1.0,1.0,1.0,2026-06-30,78.0,16.0
62184290000128,AUER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,-214572.1,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,20.51,214572.1,0.0,1.0,2.0,0.0,39.13,18,2,2.0,1.0,1.0,10.0,2026-06-30,78.0,16.0
52842504000152,REAG SPORTAINMENT CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,-72347.79,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,20.25,72347.79,0.0,1.0,2.0,0.0,41.3,19,2,2.0,1.0,1.0,13.0,2026-06-30,79.0,16.0
27954644000175,QG DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,407254879.96,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,atenção alta,19.77,413191520.18,2338591029.6527376,0.429,3.0,4.0,86.96,40,7,7.0,1.0,3.0,11.714285714285714,2026-06-30,177.0,35.0
53263761000100,ESPERANZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,8458862801.73,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,atenção alta,19.73,8458862801.73,21997624972.629997,0.5,3.0,3.0,71.74,33,6,6.0,1.0,2.0,11.0,2026-06-30,147.0,29.0
62124934000192,SERENNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,-1874706.02,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,19.61,1874706.02,1874706.02,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,1.0,2026-06-30,51.0,10.0
62271049000136,CÉLERE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,-253260.91,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,19.61,253260.91,253260.91,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,3.0,2026-06-30,51.0,10.0
63121566000191,SIENA FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,0.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,não classificável,19.61,0.0,0.0,1.0,1.0,0.0,21.74,10,1,1.0,1.0,0.0,1.0,2026-06-30,51.0,10.0
54755924000127,BRS INVEST ASSETS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,-386704.8,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",não classificável,19.23,386704.8,386704.8,1.0,1.0,0.0,23.91,11,1,1.0,1.0,0.0,3.0,2026-06-30,52.0,10.0
14239052000120,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - BRAZIL PLUS,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,19.23,0.0,0.0,1.0,1.0,0.0,26.09,12,1,1.0,1.0,0.0,7.0,2026-06-30,52.0,10.0
18168530000109,SUL BRASIL BRZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,19.23,0.0,0.0,1.0,1.0,0.0,26.09,12,1,1.0,1.0,0.0,7.0,2026-06-30,52.0,10.0
