CNPJ,DENOM_SOCIAL,VL_PL,ADMIN,classificacao,score_risco,materialidade_max_rs,materialidade_soma_rs,forca_evidencia,obs_disparados,der_disparados,cobertura_dados_pct,n_avaliaveis,n_disparos,n_disparos_persistentes,n_criticos,n_altos,persistencia_media_meses,atualidade,peso_disponivel,peso_disparado
46331116000104,G5 FINTECH II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40561702.62,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,50.0,23,0,0.0,0.0,0.0,,,104.0,0.0
46339426000175,VALORA QI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,30014571.94,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
46339525000157,HOD MULTIPLICA 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42968336.28,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
46390186000133,SEED FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,145487429.59,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,67.39,31,0,0.0,0.0,0.0,,,127.0,0.0
46390267000133,CARAJÁS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO CRÉDITO CORPORATIVO,35739417.86,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,73.91,34,0,0.0,0.0,0.0,,,148.0,0.0
46391535000131,EMPIRICUS ATRIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,81946547.68,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
46405697000181,RELOAD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,28154032.64,BANCO DAYCOVAL S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,65.22,30,0,0.0,0.0,0.0,,,124.0,0.0
46405748000175,CARBON CORP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,859207.15,BANCO DAYCOVAL S.A.,não classificável,0.0,,0.0,,0.0,0.0,41.3,19,0,0.0,0.0,0.0,,,76.0,0.0
46420562000195,PRIMO CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,1696466.62,BANCO DAYCOVAL S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,65.22,30,0,0.0,0.0,0.0,,,124.0,0.0
46439664000152,VALORA BWM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,246391711.27,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
46450551000158,D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1054510.09,BANCO DAYCOVAL S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,56.52,26,0,0.0,0.0,0.0,,,109.0,0.0
46464743000113,SOLIS NOCTUA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,48359231.33,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
46494768000160,UNI PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,13224112.8,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,65.22,30,0,0.0,0.0,0.0,,,127.0,0.0
46521568000159,REAL INVESTOR CRÉDITO ESTRUTURADO 90 FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,138991314.99,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
46557432000107,ACELERA CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4300306.27,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,56.52,26,0,0.0,0.0,0.0,,,103.0,0.0
46610394000109,LAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,37095502.43,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,60.87,28,0,0.0,0.0,0.0,,,124.0,0.0
46685622000100,SOLIS SHOR FUNDO DE INVESTIMENTO EM COTAS EM FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,223392823.61,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
46766118000126,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO Q1,14464225.97,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,sem sinal disparado,0.0,,0.0,,0.0,0.0,60.87,28,0,0.0,0.0,0.0,,,124.0,0.0
46801085000108,CARAJÁS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÒRIOS,14150172.08,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,0.0,,0.0,,0.0,0.0,45.65,21,0,0.0,0.0,0.0,,,92.0,0.0
46929959000107,BUCAREST BANCO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  INDUSTRIAL - RESPONSABILIDADE LIMITADA,90450388.59,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,76.09,35,0,0.0,0.0,0.0,,,151.0,0.0
46929994000126,GRATIAM FLOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,59617032.03,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,71.74,33,0,0.0,0.0,0.0,,,151.0,0.0
47046831000168,MILÊNIO SUPERNOVA MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,43695147.07,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
47117579000130,CRÉDITO CORPORATIVO SOLIS ITER  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,353470202.33,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,sem sinal disparado,0.0,,0.0,,0.0,0.0,76.09,35,0,0.0,0.0,0.0,,,151.0,0.0
47117622000168,MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA,128796302.02,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,sem sinal disparado,0.0,,0.0,,0.0,0.0,54.35,25,0,0.0,0.0,0.0,,,116.0,0.0
47117716000137,MCC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,87438876.12,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,sem sinal disparado,0.0,,0.0,,0.0,0.0,80.43,37,0,0.0,0.0,0.0,,,163.0,0.0
47117740000176,ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1772175.83,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,sem sinal disparado,0.0,,0.0,,0.0,0.0,73.91,34,0,0.0,0.0,0.0,,,145.0,0.0
47151680000108,FARM TECH IBBA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,9399387.71,OLIVEIRA TRUST DTVM S.A.,não classificável,0.0,,0.0,,0.0,0.0,47.83,22,0,0.0,0.0,0.0,,,88.0,0.0
47167977000161,FMD INVESTIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54706193.6,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,0.0,,0.0,,0.0,0.0,45.65,21,0,0.0,0.0,0.0,,,92.0,0.0
47168002000158,MOBI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,19501282.77,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,0.0,,0.0,,0.0,0.0,47.83,22,0,0.0,0.0,0.0,,,98.0,0.0
47227461000165,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CV 01 RESPONSABILIDADE LIMITADA,47814147.04,BANCO DAYCOVAL S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,71.74,33,0,0.0,0.0,0.0,,,142.0,0.0
47227626000107,BOCAINA 051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,13705008.54,BANCO DAYCOVAL S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,54.35,25,0,0.0,0.0,0.0,,,103.0,0.0
47279999000113,LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,6081602.38,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,não classificável,0.0,,0.0,,0.0,0.0,45.65,21,0,0.0,0.0,0.0,,,95.0,0.0
47293897000152,SPECIALE MILENIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56682853.24,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
47328080000172,AGROFUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,19206835.87,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,67.39,31,0,0.0,0.0,0.0,,,130.0,0.0
47372688000102,PHX FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS  RESPONSABILIDADE LIMITADA,3934342.41,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,65.22,30,0,0.0,0.0,0.0,,,127.0,0.0
47410075000104,COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,108635569.84,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
47410134000144,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS IV - E,64782699.71,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,54.35,25,0,0.0,0.0,0.0,,,106.0,0.0
47425628000100,BIOENERGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,27142564.91,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,50.0,23,0,0.0,0.0,0.0,,,94.0,0.0
47425776000117,FAMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,17965994.2,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,73.91,34,0,0.0,0.0,0.0,,,148.0,0.0
47425841000104,CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,232043949.6,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,71.74,33,0,0.0,0.0,0.0,,,148.0,0.0
47425860000130,ATICCA DIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,6196105.42,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,67.39,31,0,0.0,0.0,0.0,,,133.0,0.0
47444058000198,CONTEA CAPITAL GENOVA D45 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE  INVESTIMENTO EM DIREITOS CRED,128103305.79,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,107.0,0.0
47463370000129,ÍMPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,47315500.99,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,50.0,23,0,0.0,0.0,0.0,,,94.0,0.0
47463373000162,PANDION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40144805.22,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,50.0,23,0,0.0,0.0,0.0,,,94.0,0.0
47463387000186,SOLDI FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,19815754.72,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,63.04,29,0,0.0,0.0,0.0,,,118.0,0.0
47465008000197,STAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,3682406.43,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,não classificável,0.0,,0.0,,0.0,0.0,47.83,22,0,0.0,0.0,0.0,,,95.0,0.0
47512805000188,FUTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,8733860.73,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,não classificável,0.0,,0.0,,0.0,0.0,43.48,20,0,0.0,0.0,0.0,,,97.0,0.0
47542777000141,E-JUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,18461940.91,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,58.7,27,0,0.0,0.0,0.0,,,118.0,0.0
47640501000104,MOGNO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54507869.24,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
47669160000191,XAMA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2706569.05,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,56.52,26,0,0.0,0.0,0.0,,,103.0,0.0
47669241000191,FIGURATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2244400.32,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,65.22,30,0,0.0,0.0,0.0,,,127.0,0.0
47669281000133,AGAZZII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO-PADRONIZADOS,1891123.07,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,63.04,29,0,0.0,0.0,0.0,,,121.0,0.0
47669306000107,TANGUÁ FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA,3198118.69,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,0.0,,0.0,,0.0,0.0,45.65,21,0,0.0,0.0,0.0,,,95.0,0.0
47669450000135,MAKALU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,8321739.71,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,0.0,,0.0,,0.0,0.0,41.3,19,0,0.0,0.0,0.0,,,91.0,0.0
47698957000117,FATOR HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,37474920.44,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,56.52,26,0,0.0,0.0,0.0,,,112.0,0.0
47715992000105,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SRM 360,22680385.18,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,0.0,,0.0,,0.0,0.0,45.65,21,0,0.0,0.0,0.0,,,95.0,0.0
47716415000120,JOURNEY CAPITAL CRÉDITO ESTRUTURADO 120 FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53256837.12,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,não classificável,0.0,,0.0,,0.0,0.0,45.65,21,0,0.0,0.0,0.0,,,103.0,0.0
47756191000180,FATOR ORTHO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,157628076.29,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
47846883000119,FMD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,117094401.42,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,71.74,33,0,0.0,0.0,0.0,,,151.0,0.0
47846982000109,FS TATUÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,23236990.94,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,50.0,23,0,0.0,0.0,0.0,,,97.0,0.0
47847076000110,IGNIS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,48333808.37,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,67.39,31,0,0.0,0.0,0.0,,,139.0,0.0
47847106000199,MOBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,88314097.65,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,78.26,36,0,0.0,0.0,0.0,,,170.0,0.0
47859927000145,NACIONAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42282420.61,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,63.04,29,0,0.0,0.0,0.0,,,130.0,0.0
47859989000157,MATCHPOINT  FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51500720.41,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,0.0,,0.0,,0.0,0.0,47.83,22,0,0.0,0.0,0.0,,,98.0,0.0
47862169000114,VKR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,13109046.57,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,não classificável,0.0,,0.0,,0.0,0.0,43.48,20,0,0.0,0.0,0.0,,,89.0,0.0
47896557000116,UC SUB FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53833304.03,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,113.0,0.0
47936587000109,FARM M II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,13820289.96,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,50.0,23,0,0.0,0.0,0.0,,,104.0,0.0
47968593000148,FUEL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,9266146.58,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,67.39,31,0,0.0,0.0,0.0,,,130.0,0.0
47984217000147,CSHG JUGIS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,164984638.63,APEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,50.0,23,0,0.0,0.0,0.0,,,104.0,0.0
47984230000104,JUGIS I PRIVATE CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,5067094.88,APEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,60.87,28,0,0.0,0.0,0.0,,,115.0,0.0
48038416000125,EXT CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,105773553.12,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,54.35,25,0,0.0,0.0,0.0,,,116.0,0.0
48053945000106,XP C1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2976770.37,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,60.87,28,0,0.0,0.0,0.0,,,115.0,0.0
48069210000162,G3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,6272838.5,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,69.57,32,0,0.0,0.0,0.0,,,139.0,0.0
48169685000120,EOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS WH,21491333.36,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,71.74,33,0,0.0,0.0,0.0,,,142.0,0.0
48181381000189,WAAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,106557648.88,BANCO DAYCOVAL S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,78.26,36,0,0.0,0.0,0.0,,,157.0,0.0
48213253000170,INVESTMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,13526069.24,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,63.04,29,0,0.0,0.0,0.0,,,130.0,0.0
48279539000158,ALGARVE AMAZÔNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,238674382.02,BANCO DAYCOVAL S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,69.57,32,0,0.0,0.0,0.0,,,128.0,0.0
48313595000161,IBBA AGRO BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,609029.22,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,não classificável,0.0,,0.0,,0.0,0.0,47.83,22,0,0.0,0.0,0.0,,,88.0,0.0
48313744000192,CREDX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,70370368.63,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,71.74,33,0,0.0,0.0,0.0,,,139.0,0.0
48314952000106,LION FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDA LIMITADA,6194067.22,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,não classificável,0.0,,0.0,,0.0,0.0,47.83,22,0,0.0,0.0,0.0,,,101.0,0.0
48327323000110,CASACRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,9497506.86,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,sem sinal disparado,0.0,,0.0,,0.0,0.0,58.7,27,0,0.0,0.0,0.0,,,109.0,0.0
48330198000106,BTG MULTIGESTOR CREDIT PLUS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,283840260.77,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,52.17,24,0,0.0,0.0,0.0,,,110.0,0.0
48330553000139,SOMACRED CONSIGNADO PÚBLICO FI EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS,29472632.93,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,não classificável,0.0,,0.0,,0.0,0.0,34.78,16,0,0.0,0.0,0.0,,,81.0,0.0
48348391000166,AGROCETE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,18463411.33,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,sem sinal disparado,0.0,,0.0,,0.0,0.0,63.04,29,0,0.0,0.0,0.0,,,118.0,0.0
48359929000138,KYOMI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,66792698.88,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,sem sinal disparado,0.0,,0.0,,0.0,0.0,50.0,23,0,0.0,0.0,0.0,,,104.0,0.0
